hard_detector,corrector,recall_target,corrector_scope,hard_auc,pass_n,pass_frac,hardlike_n,hardlike_frac,pass_accuracy,pass_hard_contamination,hard_recall_in_hardlike,hard_precision_in_hardlike,base_accuracy,base_balanced_accuracy,final_accuracy,final_balanced_accuracy,final_specificity_low,final_sensitivity_high,final_tn,final_fp,final_fn,final_tp,hardcore_base_accuracy,hardcore_final_accuracy,hardlike_base_accuracy,hardlike_final_accuracy,rescued_total,hurt_total,rescued_hardcore,hurt_hardcore
hard_logreg,corr_extra,0.8,true_hardcore_train,0.5682517482517482,66,0.23157894736842105,219,0.7684210526315789,0.803030303030303,0.16666666666666666,0.8307692307692308,0.2465753424657534,0.7684210526315789,0.7684692671394799,0.4245614035087719,0.4250147754137116,0.3819444444444444,0.46808510638297873,55,89,75,66,0.27692307692307694,0.8461538461538461,0.7579908675799086,0.3105022831050228,44,142,37,0
hard_logreg,corr_extra,0.9,true_hardcore_train,0.5682517482517482,48,0.16842105263157894,237,0.8315789473684211,0.8541666666666666,0.14583333333333334,0.8923076923076924,0.24472573839662448,0.7684210526315789,0.7684692671394799,0.40350877192982454,0.40403368794326244,0.3541666666666667,0.45390070921985815,51,93,77,64,0.27692307692307694,0.9076923076923077,0.7510548523206751,0.31223628691983124,50,154,41,0
hard_logreg,corr_logreg,0.9,true_hardcore_train,0.5682517482517482,48,0.16842105263157894,237,0.8315789473684211,0.8541666666666666,0.14583333333333334,0.8923076923076924,0.24472573839662448,0.7684210526315789,0.7684692671394799,0.40350877192982454,0.40388593380614657,0.3680555555555556,0.4397163120567376,53,91,79,62,0.27692307692307694,0.8923076923076924,0.7510548523206751,0.31223628691983124,49,153,41,1
hard_extra,corr_extra,0.9,true_hardcore_train,0.6319580419580421,40,0.14035087719298245,245,0.8596491228070176,0.875,0.125,0.9230769230769231,0.24489795918367346,0.7684210526315789,0.7684692671394799,0.39649122807017545,0.39701536643026003,0.3472222222222222,0.44680851063829785,50,94,78,63,0.27692307692307694,0.9230769230769231,0.7510204081632653,0.3183673469387755,52,158,42,0
hard_extra,corr_logreg,0.9,true_hardcore_train,0.6319580419580421,40,0.14035087719298245,245,0.8596491228070176,0.875,0.125,0.9230769230769231,0.24489795918367346,0.7684210526315789,0.7684692671394799,0.39649122807017545,0.3968676122931442,0.3611111111111111,0.4326241134751773,52,92,80,61,0.27692307692307694,0.9076923076923077,0.7510204081632653,0.3183673469387755,51,157,42,1
hard_extra,corr_extra,0.95,true_hardcore_train,0.6319580419580421,23,0.08070175438596491,262,0.9192982456140351,0.8260869565217391,0.17391304347826086,0.9384615384615385,0.23282442748091603,0.7684210526315789,0.7684692671394799,0.34385964912280703,0.34426713947990545,0.3055555555555556,0.3829787234042553,44,100,87,54,0.27692307692307694,0.9384615384615385,0.7633587786259542,0.3015267175572519,53,174,43,0
hard_extra,corr_logreg,0.95,true_hardcore_train,0.6319580419580421,23,0.08070175438596491,262,0.9192982456140351,0.8260869565217391,0.17391304347826086,0.9384615384615385,0.23282442748091603,0.7684210526315789,0.7684692671394799,0.34385964912280703,0.3441193853427896,0.3194444444444444,0.36879432624113473,46,98,89,52,0.27692307692307694,0.9230769230769231,0.7633587786259542,0.3015267175572519,52,173,43,1
hard_rf,corr_extra,0.95,true_hardcore_train,0.6334965034965034,20,0.07017543859649122,265,0.9298245614035088,0.85,0.15,0.9538461538461539,0.2339622641509434,0.7684210526315789,0.7684692671394799,0.34035087719298246,0.34064716312056736,0.3125,0.36879432624113473,45,99,89,52,0.27692307692307694,0.9538461538461539,0.7622641509433963,0.3018867924528302,54,176,44,0
hard_rf,corr_logreg,0.95,true_hardcore_train,0.6334965034965034,20,0.07017543859649122,265,0.9298245614035088,0.85,0.15,0.9538461538461539,0.2339622641509434,0.7684210526315789,0.7684692671394799,0.34035087719298246,0.34049940898345155,0.3263888888888889,0.3546099290780142,47,97,91,50,0.27692307692307694,0.9384615384615385,0.7622641509433963,0.3018867924528302,53,175,44,1
hard_logreg,corr_extra,0.95,true_hardcore_train,0.5682517482517482,19,0.06666666666666667,266,0.9333333333333333,0.8421052631578947,0.21052631578947367,0.9384615384615385,0.22932330827067668,0.7684210526315789,0.7684692671394799,0.3333333333333333,0.333628841607565,0.3055555555555556,0.3617021276595745,44,100,90,51,0.27692307692307694,0.9538461538461539,0.7631578947368421,0.29699248120300753,54,178,44,0
hard_logreg,corr_logreg,0.95,true_hardcore_train,0.5682517482517482,19,0.06666666666666667,266,0.9333333333333333,0.8421052631578947,0.21052631578947367,0.9384615384615385,0.22932330827067668,0.7684210526315789,0.7684692671394799,0.3333333333333333,0.33348108747044913,0.3194444444444444,0.3475177304964539,46,98,92,49,0.27692307692307694,0.9384615384615385,0.7631578947368421,0.29699248120300753,53,177,44,1
