candidate,objective,selection_split,holdout_used_for_selection,adapt_threshold,adapt_accuracy,adapt_balanced_accuracy,adapt_f1,adapt_tn,adapt_fp,adapt_fn,adapt_tp,adapt_sensitivity_high,adapt_specificity_low,adapt_auc,holdout_threshold,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_sensitivity_high,holdout_specificity_low,holdout_auc
mean_top3_by_adapt_auc,high_sens75,third_adapt72_only,0,0.4149999999999999,0.6805555555555556,0.6607142857142857,0.7415730337078652,16,12,11,33,0.75,0.5714285714285714,0.6590909090909091,0.4149999999999999,0.6068376068376068,0.6168098818474759,0.34285714285714286,118,78,14,24,0.631578947368421,0.6020408163265306,0.6831364124597208
median_top8_by_adapt_auc,high_sens85,third_adapt72_only,0,0.295,0.6666666666666666,0.6168831168831169,0.7551020408163265,11,17,7,37,0.8409090909090909,0.39285714285714285,0.6530032467532468,0.295,0.5,0.6166756176154673,0.3389830508474576,87,109,8,30,0.7894736842105263,0.44387755102040816,0.688641245972073
single__02_rawtop_whole__extra_d3_l8__acc,balanced_accuracy,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__acc,accuracy,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__acc,high_sens75,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__bacc,balanced_accuracy,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__bacc,accuracy,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__bacc,high_sens75,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__sens90,balanced_accuracy,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__sens90,accuracy,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__sens90,high_sens75,third_adapt72_only,0,0.245,0.6388888888888888,0.5876623376623377,0.7346938775510204,10,18,8,36,0.8181818181818182,0.35714285714285715,0.5771103896103896,0.245,0.5170940170940171,0.6162728249194415,0.3391812865497076,92,104,9,29,0.7631578947368421,0.46938775510204084,0.7039473684210527
median_top24_by_adapt_auc,high_sens85,third_adapt72_only,0,0.29,0.6527777777777778,0.599025974025974,0.7474747474747475,10,18,7,37,0.8409090909090909,0.35714285714285715,0.6176948051948051,0.29,0.5341880341880342,0.6158700322234156,0.3393939393939394,97,99,10,28,0.7368421052631579,0.49489795918367346,0.713547261009667
single__12_tta_orig_flip_whole_crop_64style__base_prob_high,balanced_accuracy,third_adapt72_only,0,0.5449999999999999,0.5277777777777778,0.5746753246753247,0.48484848484848486,22,6,28,16,0.36363636363636365,0.7857142857142857,0.510551948051948,0.5449999999999999,0.782051282051282,0.6153329752953813,0.35443037974683544,169,27,24,14,0.3684210526315789,0.8622448979591837,0.7071697099892589
median_top8_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.42999999999999994,0.6805555555555556,0.6607142857142857,0.7415730337078652,16,12,11,33,0.75,0.5714285714285714,0.6761363636363636,0.42999999999999994,0.5683760683760684,0.6150644468313642,0.33986928104575165,107,89,12,26,0.6842105263157895,0.5459183673469388,0.6954887218045113
median_top8_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.42999999999999994,0.6805555555555556,0.6607142857142857,0.7415730337078652,16,12,11,33,0.75,0.5714285714285714,0.6761363636363636,0.42999999999999994,0.5683760683760684,0.6150644468313642,0.33986928104575165,107,89,12,26,0.6842105263157895,0.5459183673469388,0.6954887218045113
median_top16_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.30999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6164772727272727,0.30999999999999994,0.5299145299145299,0.6133190118152524,0.3373493975903614,96,100,10,28,0.7368421052631579,0.4897959183673469,0.7161654135338346
median_top16_by_adapt_auc,accuracy,third_adapt72_only,0,0.30999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6164772727272727,0.30999999999999994,0.5299145299145299,0.6133190118152524,0.3373493975903614,96,100,10,28,0.7368421052631579,0.4897959183673469,0.7161654135338346
median_top16_by_adapt_auc,high_sens75,third_adapt72_only,0,0.30999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6164772727272727,0.30999999999999994,0.5299145299145299,0.6133190118152524,0.3373493975903614,96,100,10,28,0.7368421052631579,0.4897959183673469,0.7161654135338346
median_top16_by_adapt_auc,high_sens85,third_adapt72_only,0,0.30999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6164772727272727,0.30999999999999994,0.5299145299145299,0.6133190118152524,0.3373493975903614,96,100,10,28,0.7368421052631579,0.4897959183673469,0.7161654135338346
single__03_crop_64style__reviewer_prob_high,balanced_accuracy,third_adapt72_only,0,0.5499999999999999,0.5694444444444444,0.6282467532467533,0.5079365079365079,25,3,28,16,0.36363636363636365,0.8928571428571429,0.6258116883116883,0.5499999999999999,0.7777777777777778,0.612781954887218,0.35,168,28,24,14,0.3684210526315789,0.8571428571428571,0.6847475832438238
median_top3_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.3499999999999999,0.6666666666666666,0.6428571428571428,0.7333333333333333,15,13,11,33,0.75,0.5357142857142857,0.640422077922078,0.3499999999999999,0.5811965811965812,0.6121106337271751,0.33783783783783783,111,85,13,25,0.6578947368421053,0.5663265306122449,0.6732008592910848
mean_top8_by_adapt_auc,high_sens85,third_adapt72_only,0,0.32499999999999996,0.6666666666666666,0.6298701298701299,0.7446808510638298,13,15,9,35,0.7954545454545454,0.4642857142857143,0.6404220779220778,0.32499999999999996,0.5256410256410257,0.6107679914070892,0.33532934131736525,95,101,10,28,0.7368421052631579,0.4846938775510204,0.6926691729323309
median_top12_by_adapt_auc,high_sens85,third_adapt72_only,0,0.3549999999999999,0.6527777777777778,0.612012987012987,0.7368421052631579,12,16,9,35,0.7954545454545454,0.42857142857142855,0.6213474025974026,0.3549999999999999,0.5256410256410257,0.6107679914070892,0.33532934131736525,95,101,10,28,0.7368421052631579,0.4846938775510204,0.7048872180451129
mean_top8_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.38999999999999996,0.6944444444444444,0.672077922077922,0.7555555555555555,16,12,10,34,0.7727272727272727,0.5714285714285714,0.6948051948051948,0.38999999999999996,0.5427350427350427,0.6103651987110634,0.33540372670807456,100,96,11,27,0.7105263157894737,0.5102040816326531,0.6749462943071965
mean_top8_by_adapt_bacc,accuracy,third_adapt72_only,0,0.38999999999999996,0.6944444444444444,0.672077922077922,0.7555555555555555,16,12,10,34,0.7727272727272727,0.5714285714285714,0.6948051948051948,0.38999999999999996,0.5427350427350427,0.6103651987110634,0.33540372670807456,100,96,11,27,0.7105263157894737,0.5102040816326531,0.6749462943071965
mean_top8_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.38999999999999996,0.6944444444444444,0.672077922077922,0.7555555555555555,16,12,10,34,0.7727272727272727,0.5714285714285714,0.6948051948051948,0.38999999999999996,0.5427350427350427,0.6103651987110634,0.33540372670807456,100,96,11,27,0.7105263157894737,0.5102040816326531,0.6749462943071965
mean_top8_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.38999999999999996,0.6944444444444444,0.672077922077922,0.7555555555555555,16,12,10,34,0.7727272727272727,0.5714285714285714,0.6948051948051948,0.38999999999999996,0.5427350427350427,0.6103651987110634,0.33540372670807456,100,96,11,27,0.7105263157894737,0.5102040816326531,0.6749462943071965
single__08_bgnorm085_whole_crop_64style__reviewer_prob_high,high_sens75,third_adapt72_only,0,0.43999999999999995,0.6388888888888888,0.6071428571428572,0.717391304347826,13,15,11,33,0.75,0.4642857142857143,0.6266233766233766,0.43999999999999995,0.5427350427350427,0.6103651987110634,0.33540372670807456,100,96,11,27,0.7105263157894737,0.5102040816326531,0.7255639097744362
single__02_rawtop_whole__logreg_c003__acc,balanced_accuracy,third_adapt72_only,0,0.5499999999999999,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.577922077922078,0.5499999999999999,0.7735042735042735,0.6102309344790547,0.345679012345679,167,29,24,14,0.3684210526315789,0.8520408163265306,0.6617883995703545
single__02_rawtop_whole__logreg_c003__bacc,balanced_accuracy,third_adapt72_only,0,0.5499999999999999,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.577922077922078,0.5499999999999999,0.7735042735042735,0.6102309344790547,0.345679012345679,167,29,24,14,0.3684210526315789,0.8520408163265306,0.6617883995703545
single__02_rawtop_whole__logreg_c003__sens90,balanced_accuracy,third_adapt72_only,0,0.5499999999999999,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.577922077922078,0.5499999999999999,0.7735042735042735,0.6102309344790547,0.345679012345679,167,29,24,14,0.3684210526315789,0.8520408163265306,0.6617883995703545
mean_top2_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
mean_top2_by_adapt_auc,accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
mean_top2_by_adapt_auc,high_sens75,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
mean_top2_by_adapt_auc,high_sens85,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_auc,accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_auc,high_sens75,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_auc,high_sens85,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
mean_top2_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
mean_top2_by_adapt_bacc,accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
mean_top2_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
mean_top2_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_bacc,accuracy,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top2_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.37499999999999994,0.7222222222222222,0.7012987012987013,0.7777777777777778,17,11,9,35,0.7954545454545454,0.6071428571428571,0.6688311688311689,0.37499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.6690386680988185
median_top24_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.30499999999999994,0.6527777777777778,0.6185064935064934,0.7311827956989247,13,15,10,34,0.7727272727272727,0.4642857142857143,0.6176948051948051,0.30499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.713547261009667
median_top24_by_adapt_auc,high_sens75,third_adapt72_only,0,0.30499999999999994,0.6527777777777778,0.6185064935064934,0.7311827956989247,13,15,10,34,0.7727272727272727,0.4642857142857143,0.6176948051948051,0.30499999999999994,0.5598290598290598,0.6099624060150376,0.33548387096774196,105,91,12,26,0.6842105263157895,0.5357142857142857,0.713547261009667
mean_top5_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.33999999999999997,0.6944444444444444,0.6461038961038961,0.7755102040816326,12,16,6,38,0.8636363636363636,0.42857142857142855,0.640422077922078,0.33999999999999997,0.4700854700854701,0.6094253490870032,0.3333333333333333,79,117,7,31,0.8157894736842105,0.4030612244897959,0.6918635875402792
mean_top5_by_adapt_bacc,accuracy,third_adapt72_only,0,0.33999999999999997,0.6944444444444444,0.6461038961038961,0.7755102040816326,12,16,6,38,0.8636363636363636,0.42857142857142855,0.640422077922078,0.33999999999999997,0.4700854700854701,0.6094253490870032,0.3333333333333333,79,117,7,31,0.8157894736842105,0.4030612244897959,0.6918635875402792
mean_top5_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.33999999999999997,0.6944444444444444,0.6461038961038961,0.7755102040816326,12,16,6,38,0.8636363636363636,0.42857142857142855,0.640422077922078,0.33999999999999997,0.4700854700854701,0.6094253490870032,0.3333333333333333,79,117,7,31,0.8157894736842105,0.4030612244897959,0.6918635875402792
mean_top5_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.33999999999999997,0.6944444444444444,0.6461038961038961,0.7755102040816326,12,16,6,38,0.8636363636363636,0.42857142857142855,0.640422077922078,0.33999999999999997,0.4700854700854701,0.6094253490870032,0.3333333333333333,79,117,7,31,0.8157894736842105,0.4030612244897959,0.6918635875402792
meta__logreg_plain_c0.01,balanced_accuracy,third_adapt72_only,0,0.49999999999999994,0.6805555555555556,0.6801948051948052,0.7228915662650602,19,9,14,30,0.6818181818181818,0.6785714285714286,0.7012987012987013,0.49999999999999994,0.594017094017094,0.609156820622986,0.3356643356643357,115,81,14,24,0.631578947368421,0.5867346938775511,0.666219119226638
meta__logreg_plain_c0.01,high_sens75,third_adapt72_only,0,0.49999999999999994,0.6805555555555556,0.6801948051948052,0.7228915662650602,19,9,14,30,0.6818181818181818,0.6785714285714286,0.7012987012987013,0.49999999999999994,0.594017094017094,0.609156820622986,0.3356643356643357,115,81,14,24,0.631578947368421,0.5867346938775511,0.666219119226638
meta__logreg_balanced_c0.01,balanced_accuracy,third_adapt72_only,0,0.48499999999999993,0.6805555555555556,0.6801948051948052,0.7228915662650602,19,9,14,30,0.6818181818181818,0.6785714285714286,0.698051948051948,0.48499999999999993,0.6111111111111112,0.6087540279269603,0.3357664233576642,120,76,15,23,0.6052631578947368,0.6122448979591837,0.6674274973147154
meta__logreg_balanced_c0.01,high_sens75,third_adapt72_only,0,0.48499999999999993,0.6805555555555556,0.6801948051948052,0.7228915662650602,19,9,14,30,0.6818181818181818,0.6785714285714286,0.698051948051948,0.48499999999999993,0.6111111111111112,0.6087540279269603,0.3357664233576642,120,76,15,23,0.6052631578947368,0.6122448979591837,0.6674274973147154
mean_top5_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.36999999999999994,0.6388888888888888,0.6331168831168831,0.6904761904761905,17,11,15,29,0.6590909090909091,0.6071428571428571,0.6461038961038961,0.36999999999999994,0.6111111111111112,0.6087540279269603,0.3357664233576642,120,76,15,23,0.6052631578947368,0.6122448979591837,0.6891783029001075
trimmed_mean__all_signals,high_sens85,third_adapt72_only,0,0.30999999999999994,0.6388888888888888,0.5811688311688312,0.74,9,19,7,37,0.8409090909090909,0.32142857142857145,0.5965909090909092,0.30999999999999994,0.5042735042735043,0.6086197636949517,0.3333333333333333,89,107,9,29,0.7631578947368421,0.45408163265306123,0.6885069817400644
mean_top16_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.3499999999999999,0.6944444444444444,0.6590909090909092,0.7659574468085106,14,14,8,36,0.8181818181818182,0.5,0.6420454545454546,0.3499999999999999,0.5213675213675214,0.6082169709989258,0.3333333333333333,94,102,10,28,0.7368421052631579,0.47959183673469385,0.7004564983888292
mean_top16_by_adapt_auc,accuracy,third_adapt72_only,0,0.3499999999999999,0.6944444444444444,0.6590909090909092,0.7659574468085106,14,14,8,36,0.8181818181818182,0.5,0.6420454545454546,0.3499999999999999,0.5213675213675214,0.6082169709989258,0.3333333333333333,94,102,10,28,0.7368421052631579,0.47959183673469385,0.7004564983888292
mean_top16_by_adapt_auc,high_sens75,third_adapt72_only,0,0.3499999999999999,0.6944444444444444,0.6590909090909092,0.7659574468085106,14,14,8,36,0.8181818181818182,0.5,0.6420454545454546,0.3499999999999999,0.5213675213675214,0.6082169709989258,0.3333333333333333,94,102,10,28,0.7368421052631579,0.47959183673469385,0.7004564983888292
mean_top16_by_adapt_auc,high_sens85,third_adapt72_only,0,0.3499999999999999,0.6944444444444444,0.6590909090909092,0.7659574468085106,14,14,8,36,0.8181818181818182,0.5,0.6420454545454546,0.3499999999999999,0.5213675213675214,0.6082169709989258,0.3333333333333333,94,102,10,28,0.7368421052631579,0.47959183673469385,0.7004564983888292
median_top5_by_adapt_auc,high_sens85,third_adapt72_only,0,0.295,0.6388888888888888,0.5811688311688312,0.74,9,19,7,37,0.8409090909090909,0.32142857142857145,0.6371753246753248,0.295,0.4658119658119658,0.60687432867884,0.3315508021390374,78,118,7,31,0.8157894736842105,0.3979591836734694,0.6924006444683136
single__02_rawtop_whole__rf_d3_l8__acc,balanced_accuracy,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__acc,accuracy,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__acc,high_sens75,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__acc,high_sens85,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__bacc,balanced_accuracy,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__bacc,accuracy,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__bacc,high_sens75,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__bacc,high_sens85,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__sens90,balanced_accuracy,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__sens90,accuracy,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__sens90,high_sens75,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
single__02_rawtop_whole__rf_d3_l8__sens90,high_sens85,third_adapt72_only,0,0.20499999999999996,0.6944444444444444,0.6071428571428571,0.8,6,22,0,44,1.0,0.21428571428571427,0.5949675324675324,0.20499999999999996,0.358974358974359,0.6067400644468314,0.33035714285714285,47,149,1,37,0.9736842105263158,0.23979591836734693,0.7283834586466166
median_top5_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.4099999999999999,0.625,0.6282467532467533,0.6666666666666666,18,10,17,27,0.6136363636363636,0.6428571428571429,0.6371753246753248,0.4099999999999999,0.6068376068376068,0.606203007518797,0.3333333333333333,119,77,15,23,0.6052631578947368,0.6071428571428571,0.6924006444683136
single__02_rawtop_whole__extra_d3_l8__acc,high_sens85,third_adapt72_only,0,0.24,0.6388888888888888,0.5811688311688312,0.74,9,19,7,37,0.8409090909090909,0.32142857142857145,0.5771103896103896,0.24,0.5,0.6060687432867884,0.3314285714285714,88,108,9,29,0.7631578947368421,0.4489795918367347,0.7039473684210527
single__02_rawtop_whole__extra_d3_l8__bacc,high_sens85,third_adapt72_only,0,0.24,0.6388888888888888,0.5811688311688312,0.74,9,19,7,37,0.8409090909090909,0.32142857142857145,0.5771103896103896,0.24,0.5,0.6060687432867884,0.3314285714285714,88,108,9,29,0.7631578947368421,0.4489795918367347,0.7039473684210527
