profile,model_kind,repeat_adapt,threshold_objective,threshold,task_l6_label,n,correct,accuracy
adapt72_high_focus,logreg_0.0003,1,balanced_accuracy,0.49999999999999994,AB,188,143,0.7606382978723404
adapt72_high_focus,logreg_0.0003,1,balanced_accuracy,0.49999999999999994,B1,8,2,0.25
adapt72_high_focus,logreg_0.0003,1,balanced_accuracy,0.49999999999999994,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.0003,1,balanced_accuracy,0.49999999999999994,TC,31,18,0.5806451612903226
adapt72_high_focus,logreg_0.0003,1,accuracy,0.49999999999999994,AB,188,143,0.7606382978723404
adapt72_high_focus,logreg_0.0003,1,accuracy,0.49999999999999994,B1,8,2,0.25
adapt72_high_focus,logreg_0.0003,1,accuracy,0.49999999999999994,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.0003,1,accuracy,0.49999999999999994,TC,31,18,0.5806451612903226
adapt72_high_focus,logreg_0.0003,2,balanced_accuracy,0.49999999999999994,AB,188,141,0.75
adapt72_high_focus,logreg_0.0003,2,balanced_accuracy,0.49999999999999994,B1,8,2,0.25
adapt72_high_focus,logreg_0.0003,2,balanced_accuracy,0.49999999999999994,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.0003,2,balanced_accuracy,0.49999999999999994,TC,31,20,0.6451612903225806
adapt72_high_focus,logreg_0.0003,2,accuracy,0.49999999999999994,AB,188,141,0.75
adapt72_high_focus,logreg_0.0003,2,accuracy,0.49999999999999994,B1,8,2,0.25
adapt72_high_focus,logreg_0.0003,2,accuracy,0.49999999999999994,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.0003,2,accuracy,0.49999999999999994,TC,31,20,0.6451612903225806
adapt72_high_focus,logreg_0.0003,4,balanced_accuracy,0.5599999999999999,AB,188,158,0.8404255319148937
adapt72_high_focus,logreg_0.0003,4,balanced_accuracy,0.5599999999999999,B1,8,3,0.375
adapt72_high_focus,logreg_0.0003,4,balanced_accuracy,0.5599999999999999,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.0003,4,balanced_accuracy,0.5599999999999999,TC,31,18,0.5806451612903226
adapt72_high_focus,logreg_0.0003,4,accuracy,0.5299999999999999,AB,188,151,0.8031914893617021
adapt72_high_focus,logreg_0.0003,4,accuracy,0.5299999999999999,B1,8,3,0.375
adapt72_high_focus,logreg_0.0003,4,accuracy,0.5299999999999999,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.0003,4,accuracy,0.5299999999999999,TC,31,18,0.5806451612903226
adapt72_high_focus,logreg_0.001,1,balanced_accuracy,0.49999999999999994,AB,188,134,0.7127659574468085
adapt72_high_focus,logreg_0.001,1,balanced_accuracy,0.49999999999999994,B1,8,3,0.375
adapt72_high_focus,logreg_0.001,1,balanced_accuracy,0.49999999999999994,B2,7,3,0.42857142857142855
adapt72_high_focus,logreg_0.001,1,balanced_accuracy,0.49999999999999994,TC,31,20,0.6451612903225806
adapt72_high_focus,logreg_0.001,1,accuracy,0.49999999999999994,AB,188,134,0.7127659574468085
adapt72_high_focus,logreg_0.001,1,accuracy,0.49999999999999994,B1,8,3,0.375
adapt72_high_focus,logreg_0.001,1,accuracy,0.49999999999999994,B2,7,3,0.42857142857142855
adapt72_high_focus,logreg_0.001,1,accuracy,0.49999999999999994,TC,31,20,0.6451612903225806
adapt72_high_focus,logreg_0.001,2,balanced_accuracy,0.62,AB,188,161,0.8563829787234043
adapt72_high_focus,logreg_0.001,2,balanced_accuracy,0.62,B1,8,6,0.75
adapt72_high_focus,logreg_0.001,2,balanced_accuracy,0.62,B2,7,1,0.14285714285714285
adapt72_high_focus,logreg_0.001,2,balanced_accuracy,0.62,TC,31,14,0.45161290322580644
adapt72_high_focus,logreg_0.001,2,accuracy,0.62,AB,188,161,0.8563829787234043
adapt72_high_focus,logreg_0.001,2,accuracy,0.62,B1,8,6,0.75
adapt72_high_focus,logreg_0.001,2,accuracy,0.62,B2,7,1,0.14285714285714285
adapt72_high_focus,logreg_0.001,2,accuracy,0.62,TC,31,14,0.45161290322580644
adapt72_high_focus,logreg_0.001,4,balanced_accuracy,0.5499999999999999,AB,188,141,0.75
adapt72_high_focus,logreg_0.001,4,balanced_accuracy,0.5499999999999999,B1,8,3,0.375
adapt72_high_focus,logreg_0.001,4,balanced_accuracy,0.5499999999999999,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.001,4,balanced_accuracy,0.5499999999999999,TC,31,17,0.5483870967741935
adapt72_high_focus,logreg_0.001,4,accuracy,0.5499999999999999,AB,188,141,0.75
adapt72_high_focus,logreg_0.001,4,accuracy,0.5499999999999999,B1,8,3,0.375
adapt72_high_focus,logreg_0.001,4,accuracy,0.5499999999999999,B2,7,2,0.2857142857142857
adapt72_high_focus,logreg_0.001,4,accuracy,0.5499999999999999,TC,31,17,0.5483870967741935
adapt72_high_focus,logreg_0.003,1,balanced_accuracy,0.62,AB,188,151,0.8031914893617021
adapt72_high_focus,logreg_0.003,1,balanced_accuracy,0.62,B1,8,5,0.625
adapt72_high_focus,logreg_0.003,1,balanced_accuracy,0.62,B2,7,1,0.14285714285714285
adapt72_high_focus,logreg_0.003,1,balanced_accuracy,0.62,TC,31,15,0.4838709677419355
adapt72_high_focus,logreg_0.003,1,accuracy,0.41999999999999993,AB,188,111,0.5904255319148937
adapt72_high_focus,logreg_0.003,1,accuracy,0.41999999999999993,B1,8,1,0.125
adapt72_high_focus,logreg_0.003,1,accuracy,0.41999999999999993,B2,7,3,0.42857142857142855
adapt72_high_focus,logreg_0.003,1,accuracy,0.41999999999999993,TC,31,23,0.7419354838709677
adapt72_high_focus,logreg_0.003,2,balanced_accuracy,0.4799999999999999,AB,188,125,0.6648936170212766
adapt72_high_focus,logreg_0.003,2,balanced_accuracy,0.4799999999999999,B1,8,3,0.375
adapt72_high_focus,logreg_0.003,2,balanced_accuracy,0.4799999999999999,B2,7,3,0.42857142857142855
adapt72_high_focus,logreg_0.003,2,balanced_accuracy,0.4799999999999999,TC,31,19,0.6129032258064516
adapt72_high_focus,logreg_0.003,2,accuracy,0.4799999999999999,AB,188,125,0.6648936170212766
adapt72_high_focus,logreg_0.003,2,accuracy,0.4799999999999999,B1,8,3,0.375
adapt72_high_focus,logreg_0.003,2,accuracy,0.4799999999999999,B2,7,3,0.42857142857142855
adapt72_high_focus,logreg_0.003,2,accuracy,0.4799999999999999,TC,31,19,0.6129032258064516
adapt72_high_focus,logreg_0.003,4,balanced_accuracy,0.49999999999999994,AB,188,130,0.6914893617021277
adapt72_high_focus,logreg_0.003,4,balanced_accuracy,0.49999999999999994,B1,8,3,0.375
adapt72_high_focus,logreg_0.003,4,balanced_accuracy,0.49999999999999994,B2,7,3,0.42857142857142855
adapt72_high_focus,logreg_0.003,4,balanced_accuracy,0.49999999999999994,TC,31,18,0.5806451612903226
adapt72_high_focus,logreg_0.003,4,accuracy,0.49999999999999994,AB,188,130,0.6914893617021277
adapt72_high_focus,logreg_0.003,4,accuracy,0.49999999999999994,B1,8,3,0.375
adapt72_high_focus,logreg_0.003,4,accuracy,0.49999999999999994,B2,7,3,0.42857142857142855
adapt72_high_focus,logreg_0.003,4,accuracy,0.49999999999999994,TC,31,18,0.5806451612903226
adapt72_high_focus,extratrees_3,1,balanced_accuracy,0.49999999999999994,AB,188,141,0.75
adapt72_high_focus,extratrees_3,1,balanced_accuracy,0.49999999999999994,B1,8,2,0.25
adapt72_high_focus,extratrees_3,1,balanced_accuracy,0.49999999999999994,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_3,1,balanced_accuracy,0.49999999999999994,TC,31,21,0.6774193548387096
adapt72_high_focus,extratrees_3,1,accuracy,0.49999999999999994,AB,188,141,0.75
adapt72_high_focus,extratrees_3,1,accuracy,0.49999999999999994,B1,8,2,0.25
adapt72_high_focus,extratrees_3,1,accuracy,0.49999999999999994,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_3,1,accuracy,0.49999999999999994,TC,31,21,0.6774193548387096
adapt72_high_focus,extratrees_3,2,balanced_accuracy,0.5199999999999999,AB,188,160,0.851063829787234
adapt72_high_focus,extratrees_3,2,balanced_accuracy,0.5199999999999999,B1,8,3,0.375
adapt72_high_focus,extratrees_3,2,balanced_accuracy,0.5199999999999999,B2,7,3,0.42857142857142855
adapt72_high_focus,extratrees_3,2,balanced_accuracy,0.5199999999999999,TC,31,15,0.4838709677419355
adapt72_high_focus,extratrees_3,2,accuracy,0.5199999999999999,AB,188,160,0.851063829787234
adapt72_high_focus,extratrees_3,2,accuracy,0.5199999999999999,B1,8,3,0.375
adapt72_high_focus,extratrees_3,2,accuracy,0.5199999999999999,B2,7,3,0.42857142857142855
adapt72_high_focus,extratrees_3,2,accuracy,0.5199999999999999,TC,31,15,0.4838709677419355
adapt72_high_focus,extratrees_3,4,balanced_accuracy,0.5099999999999999,AB,188,142,0.7553191489361702
adapt72_high_focus,extratrees_3,4,balanced_accuracy,0.5099999999999999,B1,8,2,0.25
adapt72_high_focus,extratrees_3,4,balanced_accuracy,0.5099999999999999,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_3,4,balanced_accuracy,0.5099999999999999,TC,31,18,0.5806451612903226
adapt72_high_focus,extratrees_3,4,accuracy,0.5099999999999999,AB,188,142,0.7553191489361702
adapt72_high_focus,extratrees_3,4,accuracy,0.5099999999999999,B1,8,2,0.25
adapt72_high_focus,extratrees_3,4,accuracy,0.5099999999999999,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_3,4,accuracy,0.5099999999999999,TC,31,18,0.5806451612903226
adapt72_high_focus,extratrees_5,1,balanced_accuracy,0.5099999999999999,AB,188,153,0.8138297872340425
adapt72_high_focus,extratrees_5,1,balanced_accuracy,0.5099999999999999,B1,8,2,0.25
adapt72_high_focus,extratrees_5,1,balanced_accuracy,0.5099999999999999,B2,7,3,0.42857142857142855
adapt72_high_focus,extratrees_5,1,balanced_accuracy,0.5099999999999999,TC,31,18,0.5806451612903226
adapt72_high_focus,extratrees_5,1,accuracy,0.5099999999999999,AB,188,153,0.8138297872340425
adapt72_high_focus,extratrees_5,1,accuracy,0.5099999999999999,B1,8,2,0.25
adapt72_high_focus,extratrees_5,1,accuracy,0.5099999999999999,B2,7,3,0.42857142857142855
adapt72_high_focus,extratrees_5,1,accuracy,0.5099999999999999,TC,31,18,0.5806451612903226
adapt72_high_focus,extratrees_5,2,balanced_accuracy,0.5099999999999999,AB,188,146,0.776595744680851
adapt72_high_focus,extratrees_5,2,balanced_accuracy,0.5099999999999999,B1,8,3,0.375
adapt72_high_focus,extratrees_5,2,balanced_accuracy,0.5099999999999999,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_5,2,balanced_accuracy,0.5099999999999999,TC,31,20,0.6451612903225806
adapt72_high_focus,extratrees_5,2,accuracy,0.5099999999999999,AB,188,146,0.776595744680851
adapt72_high_focus,extratrees_5,2,accuracy,0.5099999999999999,B1,8,3,0.375
adapt72_high_focus,extratrees_5,2,accuracy,0.5099999999999999,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_5,2,accuracy,0.5099999999999999,TC,31,20,0.6451612903225806
adapt72_high_focus,extratrees_5,4,balanced_accuracy,0.5299999999999999,AB,188,161,0.8563829787234043
adapt72_high_focus,extratrees_5,4,balanced_accuracy,0.5299999999999999,B1,8,4,0.5
adapt72_high_focus,extratrees_5,4,balanced_accuracy,0.5299999999999999,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_5,4,balanced_accuracy,0.5299999999999999,TC,31,16,0.5161290322580645
adapt72_high_focus,extratrees_5,4,accuracy,0.5299999999999999,AB,188,161,0.8563829787234043
adapt72_high_focus,extratrees_5,4,accuracy,0.5299999999999999,B1,8,4,0.5
adapt72_high_focus,extratrees_5,4,accuracy,0.5299999999999999,B2,7,4,0.5714285714285714
adapt72_high_focus,extratrees_5,4,accuracy,0.5299999999999999,TC,31,16,0.5161290322580645
adapt96_high_focus,logreg_0.0003,1,balanced_accuracy,0.4699999999999999,AB,180,106,0.5888888888888889
adapt96_high_focus,logreg_0.0003,1,balanced_accuracy,0.4699999999999999,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.0003,1,balanced_accuracy,0.4699999999999999,B2,5,2,0.4
adapt96_high_focus,logreg_0.0003,1,balanced_accuracy,0.4699999999999999,TC,19,14,0.7368421052631579
adapt96_high_focus,logreg_0.0003,1,accuracy,0.4699999999999999,AB,180,106,0.5888888888888889
adapt96_high_focus,logreg_0.0003,1,accuracy,0.4699999999999999,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.0003,1,accuracy,0.4699999999999999,B2,5,2,0.4
adapt96_high_focus,logreg_0.0003,1,accuracy,0.4699999999999999,TC,19,14,0.7368421052631579
adapt96_high_focus,logreg_0.0003,2,balanced_accuracy,0.5099999999999999,AB,180,117,0.65
adapt96_high_focus,logreg_0.0003,2,balanced_accuracy,0.5099999999999999,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.0003,2,balanced_accuracy,0.5099999999999999,B2,5,2,0.4
adapt96_high_focus,logreg_0.0003,2,balanced_accuracy,0.5099999999999999,TC,19,14,0.7368421052631579
adapt96_high_focus,logreg_0.0003,2,accuracy,0.5099999999999999,AB,180,117,0.65
adapt96_high_focus,logreg_0.0003,2,accuracy,0.5099999999999999,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.0003,2,accuracy,0.5099999999999999,B2,5,2,0.4
adapt96_high_focus,logreg_0.0003,2,accuracy,0.5099999999999999,TC,19,14,0.7368421052631579
adapt96_high_focus,logreg_0.0003,4,balanced_accuracy,0.5499999999999999,AB,180,130,0.7222222222222222
adapt96_high_focus,logreg_0.0003,4,balanced_accuracy,0.5499999999999999,B1,6,2,0.3333333333333333
adapt96_high_focus,logreg_0.0003,4,balanced_accuracy,0.5499999999999999,B2,5,1,0.2
adapt96_high_focus,logreg_0.0003,4,balanced_accuracy,0.5499999999999999,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.0003,4,accuracy,0.5499999999999999,AB,180,130,0.7222222222222222
adapt96_high_focus,logreg_0.0003,4,accuracy,0.5499999999999999,B1,6,2,0.3333333333333333
adapt96_high_focus,logreg_0.0003,4,accuracy,0.5499999999999999,B2,5,1,0.2
adapt96_high_focus,logreg_0.0003,4,accuracy,0.5499999999999999,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.001,1,balanced_accuracy,0.57,AB,180,135,0.75
adapt96_high_focus,logreg_0.001,1,balanced_accuracy,0.57,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.001,1,balanced_accuracy,0.57,B2,5,2,0.4
adapt96_high_focus,logreg_0.001,1,balanced_accuracy,0.57,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.001,1,accuracy,0.57,AB,180,135,0.75
adapt96_high_focus,logreg_0.001,1,accuracy,0.57,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.001,1,accuracy,0.57,B2,5,2,0.4
adapt96_high_focus,logreg_0.001,1,accuracy,0.57,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.001,2,balanced_accuracy,0.5199999999999999,AB,180,118,0.6555555555555556
adapt96_high_focus,logreg_0.001,2,balanced_accuracy,0.5199999999999999,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.001,2,balanced_accuracy,0.5199999999999999,B2,5,2,0.4
adapt96_high_focus,logreg_0.001,2,balanced_accuracy,0.5199999999999999,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.001,2,accuracy,0.48999999999999994,AB,180,112,0.6222222222222222
adapt96_high_focus,logreg_0.001,2,accuracy,0.48999999999999994,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.001,2,accuracy,0.48999999999999994,B2,5,2,0.4
adapt96_high_focus,logreg_0.001,2,accuracy,0.48999999999999994,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.001,4,balanced_accuracy,0.58,AB,180,130,0.7222222222222222
adapt96_high_focus,logreg_0.001,4,balanced_accuracy,0.58,B1,6,2,0.3333333333333333
adapt96_high_focus,logreg_0.001,4,balanced_accuracy,0.58,B2,5,2,0.4
adapt96_high_focus,logreg_0.001,4,balanced_accuracy,0.58,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.001,4,accuracy,0.37999999999999995,AB,180,91,0.5055555555555555
adapt96_high_focus,logreg_0.001,4,accuracy,0.37999999999999995,B1,6,0,0.0
adapt96_high_focus,logreg_0.001,4,accuracy,0.37999999999999995,B2,5,3,0.6
adapt96_high_focus,logreg_0.001,4,accuracy,0.37999999999999995,TC,19,15,0.7894736842105263
adapt96_high_focus,logreg_0.003,1,balanced_accuracy,0.5399999999999999,AB,180,121,0.6722222222222223
adapt96_high_focus,logreg_0.003,1,balanced_accuracy,0.5399999999999999,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.003,1,balanced_accuracy,0.5399999999999999,B2,5,2,0.4
adapt96_high_focus,logreg_0.003,1,balanced_accuracy,0.5399999999999999,TC,19,13,0.6842105263157895
adapt96_high_focus,logreg_0.003,1,accuracy,0.48999999999999994,AB,180,115,0.6388888888888888
adapt96_high_focus,logreg_0.003,1,accuracy,0.48999999999999994,B1,6,1,0.16666666666666666
adapt96_high_focus,logreg_0.003,1,accuracy,0.48999999999999994,B2,5,2,0.4
