candidate,variant,model_kind,repeat_adapt,threshold_objective,threshold,train_accuracy,train_balanced_accuracy,train_f1,train_tn,train_fp,train_fn,train_tp,train_auc,old_oof_accuracy,old_oof_balanced_accuracy,old_oof_f1,old_oof_tn,old_oof_fp,old_oof_fn,old_oof_tp,old_oof_auc,adapt_oof_accuracy,adapt_oof_balanced_accuracy,adapt_oof_f1,adapt_oof_tn,adapt_oof_fp,adapt_oof_fn,adapt_oof_tp,adapt_oof_auc,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_auc,selection_score,error
raw__ridge_0.3__r4,raw,ridge_0.3,4.0,balanced_accuracy,0.57,0.6414565826330533,0.6454745443117536,0.6073619631901841,130.0,42.0,86.0,99.0,0.6744186046511628,0.6736842105263158,0.6725768321513003,0.6324110671936759,112.0,32.0,61.0,80.0,0.7045902285263987,0.5138888888888888,0.5373376623376623,0.5205479452054794,18.0,10.0,25.0,19.0,0.547077922077922,0.7350427350427351,0.5978786251342643,0.32608695652173914,157.0,39.0,23.0,15.0,0.6552094522019334,0.6404890520995172,
raw__ridge_0.3__r4,raw,ridge_0.3,4.0,accuracy,0.57,0.6414565826330533,0.6454745443117536,0.6073619631901841,130.0,42.0,86.0,99.0,0.6744186046511628,0.6736842105263158,0.6725768321513003,0.6324110671936759,112.0,32.0,61.0,80.0,0.7045902285263987,0.5138888888888888,0.5373376623376623,0.5205479452054794,18.0,10.0,25.0,19.0,0.547077922077922,0.7350427350427351,0.5978786251342643,0.32608695652173914,157.0,39.0,23.0,15.0,0.6552094522019334,0.6404890520995172,
raw__ridge_1.0__r1,raw,ridge_1.0,1.0,balanced_accuracy,0.49999999999999994,0.6666666666666666,0.6665304839723445,0.6757493188010899,114.0,58.0,61.0,124.0,0.707416719044626,0.6912280701754386,0.6913416075650118,0.6923076923076923,98.0,46.0,42.0,99.0,0.7294621749408985,0.5694444444444444,0.5698051948051948,0.6172839506172839,16.0,12.0,19.0,25.0,0.609577922077922,0.6452991452991453,0.6185553168635876,0.3464566929133858,129.0,67.0,16.0,22.0,0.654672395273899,0.6782610751040983,
raw__ridge_1.0__r1,raw,ridge_1.0,1.0,accuracy,0.49999999999999994,0.6666666666666666,0.6665304839723445,0.6757493188010899,114.0,58.0,61.0,124.0,0.707416719044626,0.6912280701754386,0.6913416075650118,0.6923076923076923,98.0,46.0,42.0,99.0,0.7294621749408985,0.5694444444444444,0.5698051948051948,0.6172839506172839,16.0,12.0,19.0,25.0,0.609577922077922,0.6452991452991453,0.6185553168635876,0.3464566929133858,129.0,67.0,16.0,22.0,0.654672395273899,0.6782610751040983,
raw__ridge_1.0__r2,raw,ridge_1.0,2.0,balanced_accuracy,0.4799999999999999,0.6638655462184874,0.6613764927718416,0.6923076923076923,102.0,70.0,50.0,135.0,0.7112507856693904,0.6842105263157895,0.6849143026004728,0.7019867549668874,89.0,55.0,35.0,106.0,0.7404944838455476,0.5833333333333334,0.5616883116883117,0.6590909090909091,13.0,15.0,15.0,29.0,0.5852272727272727,0.6153846153846154,0.6113050483351234,0.3382352941176471,121.0,75.0,15.0,23.0,0.6544038668098819,0.6702201574875993,
raw__ridge_1.0__r2,raw,ridge_1.0,2.0,accuracy,0.4799999999999999,0.6638655462184874,0.6613764927718416,0.6923076923076923,102.0,70.0,50.0,135.0,0.7112507856693904,0.6842105263157895,0.6849143026004728,0.7019867549668874,89.0,55.0,35.0,106.0,0.7404944838455476,0.5833333333333334,0.5616883116883117,0.6590909090909091,13.0,15.0,15.0,29.0,0.5852272727272727,0.6153846153846154,0.6113050483351234,0.3382352941176471,121.0,75.0,15.0,23.0,0.6544038668098819,0.6702201574875993,
raw__ridge_1.0__r4,raw,ridge_1.0,4.0,balanced_accuracy,0.5499999999999999,0.6694677871148459,0.6725015713387806,0.6488095238095238,130.0,42.0,76.0,109.0,0.7200502828409805,0.7017543859649122,0.7010195035460993,0.6768060836501901,111.0,33.0,52.0,89.0,0.7486209613869188,0.5416666666666666,0.5665584415584416,0.547945205479452,19.0,9.0,24.0,20.0,0.5714285714285714,0.717948717948718,0.5876745435016112,0.3125,153.0,43.0,23.0,15.0,0.6553437164339421,0.6743419634524286,
raw__ridge_1.0__r4,raw,ridge_1.0,4.0,accuracy,0.5499999999999999,0.6694677871148459,0.6725015713387806,0.6488095238095238,130.0,42.0,76.0,109.0,0.7200502828409805,0.7017543859649122,0.7010195035460993,0.6768060836501901,111.0,33.0,52.0,89.0,0.7486209613869188,0.5416666666666666,0.5665584415584416,0.547945205479452,19.0,9.0,24.0,20.0,0.5714285714285714,0.717948717948718,0.5876745435016112,0.3125,153.0,43.0,23.0,15.0,0.6553437164339421,0.6743419634524286,
raw__ridge_3.0__r1,raw,ridge_3.0,1.0,balanced_accuracy,0.5299999999999999,0.6442577030812325,0.6459302325581395,0.6361031518624641,119.0,53.0,74.0,111.0,0.682338152105594,0.6771929824561403,0.6769355791962175,0.6666666666666666,101.0,43.0,49.0,92.0,0.7260145784081955,0.5138888888888888,0.5373376623376623,0.5205479452054794,18.0,10.0,25.0,19.0,0.5251623376623377,0.7094017094017094,0.625,0.3584905660377358,147.0,49.0,19.0,19.0,0.6549409237379162,0.6405437346890835,
raw__ridge_3.0__r1,raw,ridge_3.0,1.0,accuracy,0.5199999999999999,0.6442577030812325,0.6447045883092395,0.6481994459833795,113.0,59.0,68.0,117.0,0.682338152105594,0.6736842105263158,0.6737588652482269,0.6736842105263158,96.0,48.0,45.0,96.0,0.7260145784081955,0.5277777777777778,0.5422077922077921,0.5526315789473685,17.0,11.0,23.0,21.0,0.5251623376623377,0.6923076923076923,0.6254027926960257,0.35714285714285715,142.0,54.0,18.0,20.0,0.6549409237379162,0.6459612316937898,
raw__ridge_3.0__r2,raw,ridge_3.0,2.0,balanced_accuracy,0.49999999999999994,0.6330532212885154,0.6314424890006285,0.6561679790026247,101.0,71.0,60.0,125.0,0.6802639849151477,0.6631578947368421,0.663563829787234,0.673469387755102,90.0,54.0,42.0,99.0,0.7179866036249015,0.5138888888888888,0.4918831168831169,0.5977011494252874,11.0,17.0,18.0,26.0,0.5267857142857143,0.6495726495726496,0.6211063372717508,0.3492063492063492,130.0,66.0,16.0,22.0,0.6545381310418904,0.5933506600076368,
raw__ridge_3.0__r2,raw,ridge_3.0,2.0,accuracy,0.49999999999999994,0.6330532212885154,0.6314424890006285,0.6561679790026247,101.0,71.0,60.0,125.0,0.6802639849151477,0.6631578947368421,0.663563829787234,0.673469387755102,90.0,54.0,42.0,99.0,0.7179866036249015,0.5138888888888888,0.4918831168831169,0.5977011494252874,11.0,17.0,18.0,26.0,0.5267857142857143,0.6495726495726496,0.6211063372717508,0.3492063492063492,130.0,66.0,16.0,22.0,0.6545381310418904,0.5933506600076368,
raw__ridge_3.0__r4,raw,ridge_3.0,4.0,balanced_accuracy,0.5399999999999999,0.6554621848739496,0.6577624135763671,0.641399416909621,124.0,48.0,75.0,110.0,0.6944688874921434,0.6912280701754386,0.6908244680851063,0.6764705882352942,105.0,39.0,49.0,92.0,0.7216312056737588,0.5138888888888888,0.5438311688311689,0.5070422535211268,19.0,9.0,26.0,18.0,0.577922077922078,0.7136752136752137,0.6063372717508055,0.33663366336633666,150.0,46.0,21.0,17.0,0.6552094522019335,0.6484571029047774,
raw__ridge_3.0__r4,raw,ridge_3.0,4.0,accuracy,0.5399999999999999,0.6554621848739496,0.6577624135763671,0.641399416909621,124.0,48.0,75.0,110.0,0.6944688874921434,0.6912280701754386,0.6908244680851063,0.6764705882352942,105.0,39.0,49.0,92.0,0.7216312056737588,0.5138888888888888,0.5438311688311689,0.5070422535211268,19.0,9.0,26.0,18.0,0.577922077922078,0.7136752136752137,0.6063372717508055,0.33663366336633666,150.0,46.0,21.0,17.0,0.6552094522019335,0.6484571029047774,
raw__linsvc_0.001__r1,raw,linsvc_0.001,1.0,balanced_accuracy,0.49999999999999994,0.6554621848739496,0.6559239472030169,0.6592797783933518,115.0,57.0,66.0,119.0,0.7005028284098052,0.6701754385964912,0.6699911347517731,0.6618705035971223,99.0,45.0,49.0,92.0,0.7162135539795115,0.5972222222222222,0.5925324675324675,0.6506024096385542,16.0,12.0,17.0,27.0,0.6339285714285714,0.688034188034188,0.6334586466165414,0.3652173913043478,140.0,56.0,17.0,21.0,0.6907894736842105,0.7011044523079406,
raw__linsvc_0.001__r1,raw,linsvc_0.001,1.0,accuracy,0.49999999999999994,0.6554621848739496,0.6559239472030169,0.6592797783933518,115.0,57.0,66.0,119.0,0.7005028284098052,0.6701754385964912,0.6699911347517731,0.6618705035971223,99.0,45.0,49.0,92.0,0.7162135539795115,0.5972222222222222,0.5925324675324675,0.6506024096385542,16.0,12.0,17.0,27.0,0.6339285714285714,0.688034188034188,0.6334586466165414,0.3652173913043478,140.0,56.0,17.0,21.0,0.6907894736842105,0.7011044523079406,
raw__linsvc_0.001__r2,raw,linsvc_0.001,2.0,balanced_accuracy,0.5099999999999999,0.6834733893557423,0.6847894406033941,0.6798866855524079,124.0,48.0,65.0,120.0,0.7514770584538026,0.6842105263157895,0.6835845153664303,0.6616541353383458,107.0,37.0,53.0,88.0,0.7564519306540584,0.6805555555555556,0.6672077922077921,0.735632183908046,17.0,11.0,12.0,32.0,0.698051948051948,0.717948717948718,0.6407089151450054,0.37735849056603776,148.0,48.0,18.0,20.0,0.6934747583243824,0.7834103028579772,
raw__linsvc_0.001__r2,raw,linsvc_0.001,2.0,accuracy,0.5099999999999999,0.6834733893557423,0.6847894406033941,0.6798866855524079,124.0,48.0,65.0,120.0,0.7514770584538026,0.6842105263157895,0.6835845153664303,0.6616541353383458,107.0,37.0,53.0,88.0,0.7564519306540584,0.6805555555555556,0.6672077922077921,0.735632183908046,17.0,11.0,12.0,32.0,0.698051948051948,0.717948717948718,0.6407089151450054,0.37735849056603776,148.0,48.0,18.0,20.0,0.6934747583243824,0.7834103028579772,
raw__linsvc_0.001__r4,raw,linsvc_0.001,4.0,balanced_accuracy,0.49999999999999994,0.6610644257703081,0.6613293526084223,0.6666666666666666,115.0,57.0,64.0,121.0,0.708296668761785,0.6736842105263158,0.6737588652482269,0.6736842105263158,96.0,48.0,45.0,96.0,0.722123719464145,0.6111111111111112,0.6233766233766234,0.6410256410256411,19.0,9.0,19.0,25.0,0.6501623376623377,0.7136752136752137,0.638157894736842,0.37383177570093457,147.0,49.0,18.0,20.0,0.6992481203007519,0.7332917012451896,
raw__linsvc_0.001__r4,raw,linsvc_0.001,4.0,accuracy,0.49999999999999994,0.6610644257703081,0.6613293526084223,0.6666666666666666,115.0,57.0,64.0,121.0,0.708296668761785,0.6736842105263158,0.6737588652482269,0.6736842105263158,96.0,48.0,45.0,96.0,0.722123719464145,0.6111111111111112,0.6233766233766234,0.6410256410256411,19.0,9.0,19.0,25.0,0.6501623376623377,0.7136752136752137,0.638157894736842,0.37383177570093457,147.0,49.0,18.0,20.0,0.6992481203007519,0.7332917012451896,
raw__linsvc_0.003__r1,raw,linsvc_0.003,1.0,balanced_accuracy,0.4799999999999999,0.6526610644257703,0.652404148334381,0.6630434782608695,111.0,61.0,63.0,122.0,0.6952545568824638,0.6771929824561403,0.677304964539007,0.6783216783216783,96.0,48.0,44.0,97.0,0.7202521670606777,0.5555555555555556,0.551948051948052,0.6097560975609756,15.0,13.0,19.0,25.0,0.5949675324675324,0.6452991452991453,0.6291621911922664,0.35658914728682173,128.0,68.0,15.0,23.0,0.6859559613319013,0.6580143275259555,
raw__linsvc_0.003__r1,raw,linsvc_0.003,1.0,accuracy,0.4799999999999999,0.6526610644257703,0.652404148334381,0.6630434782608695,111.0,61.0,63.0,122.0,0.6952545568824638,0.6771929824561403,0.677304964539007,0.6783216783216783,96.0,48.0,44.0,97.0,0.7202521670606777,0.5555555555555556,0.551948051948052,0.6097560975609756,15.0,13.0,19.0,25.0,0.5949675324675324,0.6452991452991453,0.6291621911922664,0.35658914728682173,128.0,68.0,15.0,23.0,0.6859559613319013,0.6580143275259555,
raw__linsvc_0.003__r2,raw,linsvc_0.003,2.0,balanced_accuracy,0.4599999999999999,0.6638655462184874,0.6615807668133249,0.6907216494845361,103.0,69.0,51.0,134.0,0.7117850408548083,0.6842105263157895,0.6847665484633569,0.697986577181208,91.0,53.0,37.0,104.0,0.7401004728132388,0.5833333333333334,0.5551948051948051,0.6666666666666666,12.0,16.0,14.0,30.0,0.5827922077922078,0.6153846153846154,0.64312567132116,0.36619718309859156,118.0,78.0,12.0,26.0,0.6890440386680988,0.6637511638790708,
raw__linsvc_0.003__r2,raw,linsvc_0.003,2.0,accuracy,0.4599999999999999,0.6638655462184874,0.6615807668133249,0.6907216494845361,103.0,69.0,51.0,134.0,0.7117850408548083,0.6842105263157895,0.6847665484633569,0.697986577181208,91.0,53.0,37.0,104.0,0.7401004728132388,0.5833333333333334,0.5551948051948051,0.6666666666666666,12.0,16.0,14.0,30.0,0.5827922077922078,0.6153846153846154,0.64312567132116,0.36619718309859156,118.0,78.0,12.0,26.0,0.6890440386680988,0.6637511638790708,
raw__linsvc_0.003__r4,raw,linsvc_0.003,4.0,balanced_accuracy,0.4599999999999999,0.6694677871148459,0.6667818981772471,0.6989795918367347,102.0,70.0,48.0,137.0,0.7264613450659962,0.6877192982456141,0.688386524822695,0.7043189368770764,90.0,54.0,35.0,106.0,0.7415287628053585,0.5972222222222222,0.5665584415584416,0.6813186813186813,12.0,16.0,13.0,31.0,0.6566558441558441,0.6282051282051282,0.6401718582169711,0.36496350364963503,122.0,74.0,13.0,25.0,0.692266380236305,0.6764333804508224,
raw__linsvc_0.003__r4,raw,linsvc_0.003,4.0,accuracy,0.4599999999999999,0.6694677871148459,0.6667818981772471,0.6989795918367347,102.0,70.0,48.0,137.0,0.7264613450659962,0.6877192982456141,0.688386524822695,0.7043189368770764,90.0,54.0,35.0,106.0,0.7415287628053585,0.5972222222222222,0.5665584415584416,0.6813186813186813,12.0,16.0,13.0,31.0,0.6566558441558441,0.6282051282051282,0.6401718582169711,0.36496350364963503,122.0,74.0,13.0,25.0,0.692266380236305,0.6764333804508224,
raw__linsvc_0.01__r1,raw,linsvc_0.01,1.0,balanced_accuracy,0.58,0.6498599439775911,0.6554211187932117,0.5980707395498392,139.0,33.0,92.0,93.0,0.7151791326209931,0.6631578947368421,0.6615691489361701,0.6,117.0,27.0,69.0,72.0,0.7233550039401103,0.5972222222222222,0.6314935064935066,0.5915492957746479,22.0,6.0,23.0,21.0,0.6704545454545454,0.7350427350427351,0.5766648764769066,0.29545454545454547,159.0,37.0,25.0,13.0,0.6834049409237379,0.7400051518598031,
raw__linsvc_0.01__r1,raw,linsvc_0.01,1.0,accuracy,0.4799999999999999,0.6554621848739496,0.6540854808296669,0.6754617414248021,106.0,66.0,57.0,128.0,0.7151791326209931,0.6631578947368421,0.6637115839243499,0.6778523489932886,88.0,56.0,40.0,101.0,0.7233550039401103,0.625,0.6282467532467533,0.6666666666666666,18.0,10.0,17.0,27.0,0.6704545454545454,0.6538461538461539,0.6448711063372717,0.37209302325581395,129.0,67.0,14.0,24.0,0.6834049409237379,0.7379870109463134,
raw__linsvc_0.01__r2,raw,linsvc_0.01,2.0,balanced_accuracy,0.58,0.6582633053221288,0.6618950345694532,0.6303030303030303,131.0,41.0,81.0,104.0,0.696480201131364,0.6947368421052632,0.6937795508274232,0.6614785992217899,113.0,31.0,56.0,85.0,0.7143912529550827,0.5138888888888888,0.5373376623376623,0.5205479452054794,18.0,10.0,25.0,19.0,0.6290584415584415,0.7393162393162394,0.5898227712137486,0.3146067415730337,159.0,37.0,24.0,14.0,0.6835392051557465,0.6424595109304412,
raw__linsvc_0.01__r2,raw,linsvc_0.01,2.0,accuracy,0.58,0.6582633053221288,0.6618950345694532,0.6303030303030303,131.0,41.0,81.0,104.0,0.696480201131364,0.6947368421052632,0.6937795508274232,0.6614785992217899,113.0,31.0,56.0,85.0,0.7143912529550827,0.5138888888888888,0.5373376623376623,0.5205479452054794,18.0,10.0,25.0,19.0,0.6290584415584415,0.7393162393162394,0.5898227712137486,0.3146067415730337,159.0,37.0,24.0,14.0,0.6835392051557465,0.6424595109304412,
raw__linsvc_0.01__r4,raw,linsvc_0.01,4.0,balanced_accuracy,0.49999999999999994,0.6638655462184874,0.6644406033940917,0.6666666666666666,117.0,55.0,65.0,120.0,0.7116279069767442,0.6842105263157895,0.6841755319148937,0.6808510638297872,99.0,45.0,45.0,96.0,0.7322202521670608,0.5833333333333334,0.5941558441558441,0.6153846153846154,18.0,10.0,20.0,24.0,0.6209415584415585,0.688034188034188,0.6334586466165414,0.3652173913043478,140.0,56.0,17.0,21.0,0.6886412459720731,0.7030553832298018,
raw__linsvc_0.01__r4,raw,linsvc_0.01,4.0,accuracy,0.49999999999999994,0.6638655462184874,0.6644406033940917,0.6666666666666666,117.0,55.0,65.0,120.0,0.7116279069767442,0.6842105263157895,0.6841755319148937,0.6808510638297872,99.0,45.0,45.0,96.0,0.7322202521670608,0.5833333333333334,0.5941558441558441,0.6153846153846154,18.0,10.0,20.0,24.0,0.6209415584415585,0.688034188034188,0.6334586466165414,0.3652173913043478,140.0,56.0,17.0,21.0,0.6886412459720731,0.7030553832298018,
raw__sgd_0.0003__r1,raw,sgd_0.0003,1.0,balanced_accuracy,0.9099999999999999,0.6554621848739496,0.6536769327467002,0.6788511749347258,104.0,68.0,55.0,130.0,0.6544311753614078,0.6736842105263158,0.6742021276595744,0.6868686868686869,90.0,54.0,39.0,102.0,0.6754334121355399,0.5833333333333334,0.5681818181818181,0.6511627906976745,14.0,14.0,16.0,28.0,0.5681818181818181,0.5726495726495726,0.6282223415682062,0.35064935064935066,107.0,89.0,11.0,27.0,0.6282223415682062,0.6757897167780889,
raw__sgd_0.0003__r1,raw,sgd_0.0003,1.0,accuracy,0.49999999999999994,0.6554621848739496,0.6534726587052169,0.6805194805194805,103.0,69.0,54.0,131.0,0.6544311753614078,0.6736842105263158,0.6742760047281324,0.6889632107023411,89.0,55.0,38.0,103.0,0.6754334121355399,0.5833333333333334,0.5681818181818181,0.6511627906976745,14.0,14.0,16.0,28.0,0.5681818181818181,0.5726495726495726,0.6282223415682062,0.35064935064935066,107.0,89.0,11.0,27.0,0.6282223415682062,0.6757652038931108,
raw__sgd_0.0003__r2,raw,sgd_0.0003,2.0,balanced_accuracy,0.4499999999999999,0.6554621848739496,0.6536769327467002,0.6788511749347258,104.0,68.0,55.0,130.0,0.6515399120050283,0.6491228070175439,0.6493794326241135,0.6551724137931034,90.0,54.0,46.0,95.0,0.6467198581560284,0.6805555555555556,0.6477272727272727,0.7526881720430108,14.0,14.0,9.0,35.0,0.6477272727272727,0.6709401709401709,0.6550751879699248,0.384,133.0,63.0,14.0,24.0,0.6550751879699248,0.758624645007754,
raw__sgd_0.0003__r2,raw,sgd_0.0003,2.0,accuracy,0.4499999999999999,0.6554621848739496,0.6536769327467002,0.6788511749347258,104.0,68.0,55.0,130.0,0.6515399120050283,0.6491228070175439,0.6493794326241135,0.6551724137931034,90.0,54.0,46.0,95.0,0.6467198581560284,0.6805555555555556,0.6477272727272727,0.7526881720430108,14.0,14.0,9.0,35.0,0.6477272727272727,0.6709401709401709,0.6550751879699248,0.384,133.0,63.0,14.0,24.0,0.6550751879699248,0.758624645007754,
raw__sgd_0.0003__r4,raw,sgd_0.0003,4.0,balanced_accuracy,0.49999999999999994,0.6218487394957983,0.6181803896920176,0.6633416458852868,89.0,83.0,52.0,133.0,0.6173632935260842,0.631578947368421,0.6326832151300237,0.6645367412140575,76.0,68.0,37.0,104.0,0.6317720646178092,0.5833333333333334,0.5616883116883117,0.6590909090909091,13.0,15.0,15.0,29.0,0.5616883116883117,0.5641025641025641,0.6337271750805585,0.35443037974683544,104.0,92.0,10.0,28.0,0.6337271750805584,0.6650366251180204,
raw__sgd_0.0003__r4,raw,sgd_0.0003,4.0,accuracy,0.49999999999999994,0.6218487394957983,0.6181803896920176,0.6633416458852868,89.0,83.0,52.0,133.0,0.6173632935260842,0.631578947368421,0.6326832151300237,0.6645367412140575,76.0,68.0,37.0,104.0,0.6317720646178092,0.5833333333333334,0.5616883116883117,0.6590909090909091,13.0,15.0,15.0,29.0,0.5616883116883117,0.5641025641025641,0.6337271750805585,0.35443037974683544,104.0,92.0,10.0,28.0,0.6337271750805584,0.6650366251180204,
raw__sgd_0.001__r1,raw,sgd_0.001,1.0,balanced_accuracy,0.49999999999999994,0.5882352941176471,0.587994971715902,0.5994550408719346,100.0,72.0,75.0,110.0,0.5879949717159019,0.6070175438596491,0.6069739952718676,0.6028368794326241,88.0,56.0,56.0,85.0,0.6069739952718676,0.5138888888888888,0.49837662337662336,0.5882352941176471,12.0,16.0,19.0,25.0,0.4983766233766234,0.594017094017094,0.619763694951665,0.3448275862068966,114.0,82.0,13.0,25.0,0.619763694951665,0.5946304644269761,
raw__sgd_0.001__r1,raw,sgd_0.001,1.0,accuracy,0.49999999999999994,0.5882352941176471,0.587994971715902,0.5994550408719346,100.0,72.0,75.0,110.0,0.5879949717159019,0.6070175438596491,0.6069739952718676,0.6028368794326241,88.0,56.0,56.0,85.0,0.6069739952718676,0.5138888888888888,0.49837662337662336,0.5882352941176471,12.0,16.0,19.0,25.0,0.4983766233766234,0.594017094017094,0.619763694951665,0.3448275862068966,114.0,82.0,13.0,25.0,0.619763694951665,0.5946304644269761,
raw__sgd_0.001__r2,raw,sgd_0.001,2.0,balanced_accuracy,0.9299999999999999,0.6302521008403361,0.632416719044626,0.6162790697674418,119.0,53.0,79.0,106.0,0.6309396605908233,0.6526315789473685,0.6521128841607564,0.6319702602230484,101.0,43.0,56.0,85.0,0.653196414499606,0.5416666666666666,0.5600649350649352,0.56,18.0,10.0,23.0,21.0,0.546672077922078,0.7735042735042735,0.6314446831364124,0.3764705882352941,165.0,31.0,22.0,16.0,0.6411117078410312,0.6630382746836236,
raw__sgd_0.001__r2,raw,sgd_0.001,2.0,accuracy,0.9299999999999999,0.6302521008403361,0.632416719044626,0.6162790697674418,119.0,53.0,79.0,106.0,0.6309396605908233,0.6526315789473685,0.6521128841607564,0.6319702602230484,101.0,43.0,56.0,85.0,0.653196414499606,0.5416666666666666,0.5600649350649352,0.56,18.0,10.0,23.0,21.0,0.546672077922078,0.7735042735042735,0.6314446831364124,0.3764705882352941,165.0,31.0,22.0,16.0,0.6411117078410312,0.6630382746836236,
raw__sgd_0.001__r4,raw,sgd_0.001,4.0,balanced_accuracy,0.49999999999999994,0.6162464985994398,0.6166561910747957,0.6204986149584487,108.0,64.0,73.0,112.0,0.6156505342551855,0.624561403508772,0.6244089834515366,0.6164874551971327,92.0,52.0,55.0,86.0,0.6231284475965327,0.5833333333333334,0.5811688311688312,0.6341463414634146,16.0,12.0,18.0,26.0,0.5811688311688311,0.7692307692307693,0.6501074113856069,0.4,162.0,34.0,20.0,18.0,0.6501074113856069,0.6843342407644734,
raw__sgd_0.001__r4,raw,sgd_0.001,4.0,accuracy,0.49999999999999994,0.6162464985994398,0.6166561910747957,0.6204986149584487,108.0,64.0,73.0,112.0,0.6156505342551855,0.624561403508772,0.6244089834515366,0.6164874551971327,92.0,52.0,55.0,86.0,0.6231284475965327,0.5833333333333334,0.5811688311688312,0.6341463414634146,16.0,12.0,18.0,26.0,0.5811688311688311,0.7692307692307693,0.6501074113856069,0.4,162.0,34.0,20.0,18.0,0.6501074113856069,0.6843342407644734,
raw__sgd_0.003__r1,raw,sgd_0.003,1.0,balanced_accuracy,0.7699999999999999,0.6358543417366946,0.6368007542426146,0.6348314606741573,114.0,58.0,72.0,113.0,0.6329824010056568,0.6491228070175439,0.6487884160756501,0.635036496350365,98.0,46.0,54.0,87.0,0.6434692671394799,0.5833333333333334,0.5811688311688312,0.6341463414634146,16.0,12.0,18.0,26.0,0.580762987012987,0.6581196581196581,0.6580290010741139,0.38461538461538464,129.0,67.0,13.0,25.0,0.6580290010741139,0.6867515883446117,
raw__sgd_0.003__r1,raw,sgd_0.003,1.0,accuracy,0.49999999999999994,0.6358543417366946,0.6365964802011314,0.6368715083798883,113.0,59.0,71.0,114.0,0.6329824010056568,0.6456140350877193,0.645316193853428,0.6327272727272727,97.0,47.0,54.0,87.0,0.6434692671394799,0.5972222222222222,0.5925324675324675,0.6506024096385542,16.0,12.0,17.0,27.0,0.580762987012987,0.6581196581196581,0.6580290010741139,0.38461538461538464,129.0,67.0,13.0,25.0,0.6580290010741139,0.6987851562677143,
raw__sgd_0.003__r2,raw,sgd_0.003,2.0,balanced_accuracy,0.83,0.6414565826330533,0.6440446260213702,0.6235294117647059,123.0,49.0,79.0,106.0,0.6400062853551226,0.6596491228070176,0.6589095744680851,0.6311787072243346,105.0,39.0,58.0,83.0,0.6547724586288415,0.5694444444444444,0.5827922077922079,0.5974025974025974,18.0,10.0,21.0,23.0,0.5827922077922078,0.6153846153846154,0.6537325456498388,0.375,117.0,79.0,11.0,27.0,0.6609156820622987,0.6885497851369945,
raw__sgd_0.003__r2,raw,sgd_0.003,2.0,accuracy,0.83,0.6414565826330533,0.6440446260213702,0.6235294117647059,123.0,49.0,79.0,106.0,0.6400062853551226,0.6596491228070176,0.6589095744680851,0.6311787072243346,105.0,39.0,58.0,83.0,0.6547724586288415,0.5694444444444444,0.5827922077922079,0.5974025974025974,18.0,10.0,21.0,23.0,0.5827922077922078,0.6153846153846154,0.6537325456498388,0.375,117.0,79.0,11.0,27.0,0.6609156820622987,0.6885497851369945,
raw__sgd_0.003__r4,raw,sgd_0.003,4.0,balanced_accuracy,0.8799999999999999,0.6610644257703081,0.6621464487743558,0.6591549295774648,119.0,53.0,68.0,117.0,0.6615650534255186,0.6982456140350877,0.6980644208037825,0.6906474820143885,103.0,41.0,45.0,96.0,0.6976457840819542,0.5138888888888888,0.5243506493506493,0.5454545454545454,16.0,12.0,23.0,21.0,0.5219155844155845,0.8076923076923077,0.6306390977443609,0.3835616438356164,175.0,21.0,24.0,14.0,0.6412459720730397,0.6295026676480165,
raw__sgd_0.003__r4,raw,sgd_0.003,4.0,accuracy,0.5599999999999999,0.6610644257703081,0.661737900691389,0.6629526462395543,117.0,55.0,66.0,119.0,0.6615650534255186,0.6947368421052632,0.6946660756501182,0.6903914590747331,101.0,43.0,44.0,97.0,0.6976457840819542,0.5277777777777778,0.5357142857142857,0.5641025641025641,16.0,12.0,22.0,22.0,0.5219155844155845,0.7991452991452992,0.6255370569280344,0.37333333333333335,173.0,23.0,24.0,14.0,0.6412459720730397,0.6415117226861413,
raw__knn_5__r1,raw,knn_5,1.0,balanced_accuracy,0.3999999999999999,0.5770308123249299,0.5720773098680075,0.6343825665859564,75.0,97.0,54.0,131.0,0.5873978629792583,0.5929824561403508,0.5944887706855791,0.6419753086419753,65.0,79.0,37.0,104.0,0.5993400315208826,0.5138888888888888,0.48538961038961037,0.6067415730337079,10.0,18.0,17.0,27.0,0.5446428571428572,0.5384615384615384,0.5759935553168636,0.3076923076923077,102.0,94.0,14.0,24.0,0.6459452201933404,0.5797333320182158,
raw__knn_5__r1,raw,knn_5,1.0,accuracy,0.3999999999999999,0.5770308123249299,0.5720773098680075,0.6343825665859564,75.0,97.0,54.0,131.0,0.5873978629792583,0.5929824561403508,0.5944887706855791,0.6419753086419753,65.0,79.0,37.0,104.0,0.5993400315208826,0.5138888888888888,0.48538961038961037,0.6067415730337079,10.0,18.0,17.0,27.0,0.5446428571428572,0.5384615384615384,0.5759935553168636,0.3076923076923077,102.0,94.0,14.0,24.0,0.6459452201933404,0.5797333320182158,
