accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,model,pca_components,feature_set
0.7824561403508772,0.7823581560283688,0.8216115051221434,0.7785714285714286,0.7730496453900709,0.7916666666666666,114,30,32,109,logreg_c03,64,rawtop_corrected_plus_embedding
0.7789473684210526,0.7788859338061466,0.824714342001576,0.7758007117437722,0.7730496453900709,0.7847222222222222,113,31,32,109,logreg_c03,64,corrected_plus_embedding
0.7192982456140351,0.7194887706855791,0.7512312844759653,0.7222222222222222,0.7375886524822695,0.7013888888888888,101,43,37,104,logreg_c01,32,embedding_only
0.7192982456140351,0.7194887706855791,0.7505910165484634,0.7222222222222222,0.7375886524822695,0.7013888888888888,101,43,37,104,logreg_c03,32,embedding_only
0.7192982456140351,0.7190455082742317,0.7717691095350668,0.7101449275362319,0.6950354609929078,0.7430555555555556,107,37,43,98,logreg_c003,64,embedding_only
0.7157894736842105,0.7160165484633569,0.7500985027580772,0.7197231833910035,0.7375886524822695,0.6944444444444444,100,44,37,104,logreg_c003,32,embedding_only
0.7087719298245614,0.708702718676123,0.7677797478329395,0.7046263345195729,0.7021276595744681,0.7152777777777778,103,41,42,99,logreg_c01,64,embedding_only
0.7017543859649122,0.7018321513002364,0.7545803782505911,0.7017543859649122,0.7092198581560284,0.6944444444444444,100,44,41,100,extra_d3_l8,64,embedding_only
0.6947368421052632,0.6945921985815603,0.7614755713159969,0.6881720430107527,0.6808510638297872,0.7083333333333334,102,42,45,96,logreg_c03,64,embedding_only
0.6912280701754386,0.6912677304964538,0.7361111111111112,0.6901408450704225,0.6950354609929078,0.6875,99,45,43,98,extra_d3_l8,32,embedding_only
0.6912280701754386,0.691193853427896,0.735618597320725,0.6879432624113475,0.6879432624113475,0.6944444444444444,100,44,44,97,extra_d2_l10,32,embedding_only
0.6807017543859649,0.6806294326241135,0.7401004728132388,0.6761565836298933,0.6737588652482269,0.6875,99,45,46,95,extra_d2_l10,64,embedding_only
0.6771929824561403,0.677304964539007,0.7333037825059101,0.6783216783216783,0.6879432624113475,0.6666666666666666,96,48,44,97,extra_d3_l8,16,embedding_only
0.6736842105263158,0.6740543735224587,0.7396572104018913,0.6825938566552902,0.7092198581560284,0.6388888888888888,92,52,41,100,logreg_c003,16,embedding_only
0.6736842105263158,0.6740543735224587,0.7387214342001576,0.6825938566552902,0.7092198581560284,0.6388888888888888,92,52,41,100,logreg_c03,16,embedding_only
0.6736842105263158,0.673684988179669,0.7259160756501182,0.6713780918727915,0.6737588652482269,0.6736111111111112,97,47,46,95,extra_d2_l10,16,embedding_only
