profile,mode,repeat_adapt,C,threshold,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_auc,holdout_tn,holdout_fp,holdout_fn,holdout_tp,train_n_old,train_n_adapt,holdout_n,oof_accuracy,oof_balanced_accuracy,oof_f1,oof_auc,oof_tn,oof_fp,oof_fn,oof_tp
adapt72_high_focus,old_plus_adapt_logreg,2,0.3,0.7699999999999999,0.7521367521367521,0.6399033297529538,0.3829787234042553,0.6914607948442534,158,38,20,18,285.0,72.0,234.0,0.6582633053221288,0.6614864864864864,0.6347305389221557,0.7014770584538026,129.0,43.0,79.0,106.0
adapt48_balanced,old_plus_adapt_logreg,4,0.3,0.59,0.6976744186046512,0.6397413793103448,0.44285714285714284,0.671551724137931,149,51,27,31,285.0,48.0,258.0,0.6696696696696697,0.6694264069264069,0.6583850931677019,0.7156926406926407,117.0,51.0,59.0,106.0
adapt72_balanced,old_plus_adapt_logreg,4,0.1,0.4699999999999999,0.6452991452991453,0.6396854764107308,0.41134751773049644,0.699468085106383,122,66,17,29,285.0,72.0,234.0,0.6722689075630253,0.6723163841807909,0.6722689075630253,0.7087884494664155,120.0,60.0,57.0,120.0
adapt96_high_focus,old_plus_adapt_logreg,1,0.001,0.4799999999999999,0.6714285714285714,0.6394736842105263,0.25806451612903225,0.7613157894736843,129,61,8,12,285.0,96.0,210.0,0.6902887139107612,0.6854901201084851,0.7230046948356808,0.7406320916588256,109.0,69.0,49.0,154.0
adapt60_balanced,old_plus_adapt_logreg,8,0.0003,0.4599999999999999,0.6422764227642277,0.6394726407613005,0.42857142857142855,0.7334456780333068,125,69,19,33,285.0,60.0,246.0,0.6666666666666666,0.6672212139544262,0.684931506849315,0.695637561336291,105.0,69.0,46.0,125.0
adapt72_high_focus,old_plus_adapt_logreg,8,0.03,0.5299999999999999,0.6794871794871795,0.6389634801288937,0.3697478991596639,0.6958915145005371,137,59,16,22,285.0,72.0,234.0,0.6666666666666666,0.6675518541797612,0.6666666666666666,0.7071967316153362,119.0,53.0,66.0,119.0
adapt84_balanced,old_plus_adapt_logreg,1,0.03,0.57,0.7117117117117117,0.6388736263736263,0.39622641509433965,0.6986263736263737,137,45,19,21,285.0,84.0,222.0,0.6775067750677507,0.6771990128679711,0.6628895184135978,0.7234855161877901,133.0,53.0,66.0,117.0
adapt84_balanced,old_plus_adapt_logreg,4,0.03,0.69,0.7432432432432432,0.638598901098901,0.4,0.7024725274725275,146,36,21,19,285.0,84.0,222.0,0.6639566395663956,0.6632734003172924,0.6309523809523809,0.7089429461190435,139.0,47.0,77.0,106.0
adapt60_balanced,old_plus_adapt_logreg,1,0.01,0.41999999999999993,0.6626016260162602,0.6382831086439333,0.42758620689655175,0.6961736716891357,132,62,21,31,285.0,60.0,246.0,0.6666666666666666,0.6670699737850373,0.6796657381615598,0.7020232573771593,108.0,66.0,49.0,122.0
adapt60_balanced,old_plus_adapt_logreg,8,0.003,0.61,0.7398373983739838,0.6379857256145915,0.42857142857142855,0.7036082474226805,158,36,28,24,285.0,60.0,246.0,0.6579710144927536,0.6571385359951603,0.6193548387096774,0.693251327552598,131.0,43.0,75.0,96.0
adapt48_balanced,old_plus_adapt_logreg,4,1.0,0.59,0.6937984496124031,0.6372413793103449,0.4397163120567376,0.6694827586206897,148,52,27,31,285.0,48.0,258.0,0.6546546546546547,0.6543831168831169,0.6417445482866043,0.7082611832611833,115.0,53.0,62.0,103.0
adapt96_high_focus,old_plus_adapt_logreg,12,0.0003,0.41999999999999993,0.5857142857142857,0.6368421052631579,0.24347826086956523,0.7463157894736843,109,81,6,14,285.0,96.0,210.0,0.6351706036745407,0.6265013560635413,0.6890380313199105,0.6666020922123208,88.0,90.0,49.0,154.0
adapt72_balanced,old_plus_adapt_logreg,12,0.01,0.5199999999999999,0.6538461538461539,0.6367946345975948,0.40875912408759124,0.7202821461609621,125,63,18,28,285.0,72.0,234.0,0.6498599439775911,0.6499058380414313,0.6498599439775911,0.7020715630885124,116.0,64.0,61.0,116.0
adapt72_high_focus,old_plus_adapt_logreg,4,0.003,0.49999999999999994,0.6752136752136753,0.6364124597207304,0.36666666666666664,0.7148227712137486,136,60,16,22,285.0,72.0,234.0,0.6722689075630253,0.6713230672532998,0.688,0.7219987429289755,111.0,61.0,56.0,129.0
adapt72_high_focus,old_plus_adapt_logreg,12,0.03,0.5199999999999999,0.6752136752136753,0.6364124597207304,0.36666666666666664,0.6948174006444683,136,60,16,22,285.0,72.0,234.0,0.6722689075630253,0.6709145191703332,0.6912928759894459,0.7092394720301698,109.0,63.0,54.0,131.0
adapt72_high_focus,old_plus_adapt_logreg,1,0.03,0.48999999999999994,0.6923076923076923,0.6360096670247046,0.3684210526315789,0.6972341568206231,141,55,17,21,285.0,72.0,234.0,0.6414565826330533,0.64036769327467,0.6595744680851063,0.7018856065367693,105.0,67.0,61.0,124.0
adapt60_balanced,old_plus_adapt_logreg,2,0.003,0.5199999999999999,0.7032520325203252,0.635904044409199,0.4251968503937008,0.7144131641554321,146,48,25,27,285.0,60.0,246.0,0.6521739130434783,0.6523996773543053,0.6590909090909091,0.701250252066949,109.0,65.0,55.0,116.0
adapt84_balanced,old_plus_adapt_logreg,1,0.01,0.61,0.7387387387387387,0.6358516483516483,0.3958333333333333,0.7048076923076924,145,37,21,19,285.0,84.0,222.0,0.6829268292682927,0.6824431517715495,0.6608695652173913,0.7338562782772196,138.0,48.0,69.0,114.0
adapt84_balanced,old_plus_adapt_logreg,2,0.03,0.3,0.5945945945945946,0.6357142857142857,0.3835616438356164,0.7012362637362638,104,78,12,28,285.0,84.0,222.0,0.6205962059620597,0.6212762206945179,0.6482412060301508,0.6675774134790529,100.0,86.0,54.0,129.0
adapt72_high_focus,old_plus_adapt_logreg,4,0.1,0.59,0.7094017094017094,0.6356068743286789,0.37037037037037035,0.6914607948442535,146,50,18,20,285.0,72.0,234.0,0.6638655462184874,0.6648491514770585,0.6629213483146067,0.7126964173475802,119.0,53.0,67.0,118.0
adapt72_balanced,old_plus_adapt_logreg,12,0.03,0.43999999999999995,0.6367521367521367,0.6343663274745606,0.40559440559440557,0.7069842738205366,120,68,17,29,285.0,72.0,234.0,0.6750700280112045,0.6756591337099811,0.6947368421052632,0.7036723163841809,109.0,71.0,45.0,132.0
adapt96_high_focus,old_plus_adapt_logreg,8,0.03,0.8799999999999999,0.8238095238095238,0.6342105263157896,0.3018867924528302,0.7044736842105264,165,25,12,8,285.0,96.0,210.0,0.6456692913385826,0.6591852548845962,0.5768025078369906,0.7129296507444511,154.0,24.0,111.0,92.0
adapt72_balanced,old_plus_adapt_logreg,1,1.0,0.57,0.6752136752136753,0.633672525439408,0.40625,0.6906799259944495,132,56,20,26,285.0,72.0,234.0,0.6778711484593838,0.677683615819209,0.6685878962536023,0.7188323917137478,126.0,54.0,61.0,116.0
adapt96_high_focus,old_plus_adapt_logreg,12,0.003,0.73,0.780952380952381,0.6328947368421053,0.28125,0.7239473684210527,155,35,11,9,285.0,96.0,210.0,0.6614173228346457,0.6725798417003377,0.6126126126126126,0.7162921348314606,150.0,28.0,101.0,102.0
adapt96_high_focus,old_plus_adapt_logreg,4,0.03,0.83,0.819047619047619,0.631578947368421,0.2962962962962963,0.7036842105263158,164,26,12,8,285.0,96.0,210.0,0.6194225721784777,0.6310953672441468,0.5592705167173252,0.679969004261914,144.0,34.0,111.0,92.0
adapt96_high_focus,old_plus_adapt_logreg,12,0.3,0.9299999999999999,0.819047619047619,0.631578947368421,0.2962962962962963,0.6936842105263158,164,26,12,8,285.0,96.0,210.0,0.6299212598425197,0.6406016494160625,0.5791044776119403,0.689876570542979,143.0,35.0,106.0,97.0
adapt72_balanced,old_plus_adapt_logreg,12,1.0,0.59,0.6581196581196581,0.6312442183163738,0.40298507462686567,0.6963459759481961,127,61,19,27,285.0,72.0,234.0,0.6414565826330533,0.6411487758945387,0.6257309941520468,0.6966729441305713,122.0,58.0,70.0,107.0
adapt48_balanced,old_plus_adapt_logreg,1,0.1,0.4499999999999999,0.6744186046511628,0.6308620689655172,0.43243243243243246,0.6756896551724139,142,58,26,32,285.0,48.0,258.0,0.6546546546546547,0.6546536796536797,0.6525679758308157,0.7046176046176047,110.0,58.0,57.0,108.0
adapt48_balanced,old_plus_adapt_logreg,2,0.03,0.4599999999999999,0.6744186046511628,0.6308620689655172,0.43243243243243246,0.684051724137931,142,58,26,32,285.0,48.0,258.0,0.6756756756756757,0.6759199134199134,0.6823529411764706,0.7082972582972584,109.0,59.0,49.0,116.0
adapt72_high_focus,old_plus_adapt_logreg,12,0.3,0.25999999999999995,0.6111111111111112,0.6299677765843179,0.3546099290780142,0.6881041890440387,118,78,13,25,285.0,72.0,234.0,0.6582633053221288,0.6551539912005029,0.6919191919191919,0.6987743557511,98.0,74.0,48.0,137.0
adapt72_balanced,old_plus_adapt_logreg,4,1.0,0.21999999999999997,0.5897435897435898,0.629740980573543,0.4,0.6957678075855689,106,82,14,32,285.0,72.0,234.0,0.6218487394957983,0.6225988700564972,0.6511627906976745,0.6790646578782172,96.0,84.0,51.0,126.0
adapt48_balanced,old_plus_adapt_logreg,12,0.003,0.71,0.7674418604651163,0.6296551724137931,0.4230769230769231,0.7076724137931035,176,24,36,22,285.0,48.0,258.0,0.6516516516516516,0.6498376623376623,0.5606060606060606,0.6900432900432901,143.0,25.0,91.0,74.0
adapt72_high_focus,old_plus_adapt_logreg,12,0.01,0.4699999999999999,0.6452991452991453,0.6291621911922664,0.35658914728682173,0.6983082706766918,128,68,15,23,285.0,72.0,234.0,0.6778711484593838,0.6757071024512885,0.7028423772609819,0.7288812067881835,106.0,66.0,49.0,136.0
adapt96_high_focus,old_plus_adapt_logreg,2,0.01,0.61,0.7333333333333333,0.6289473684210527,0.2631578947368421,0.7155263157894737,144,46,10,10,285.0,96.0,210.0,0.6640419947506562,0.6670864006199148,0.6631578947368421,0.695771295732551,127.0,51.0,77.0,126.0
adapt48_balanced,old_plus_adapt_logreg,4,0.01,0.57,0.7093023255813954,0.6288793103448276,0.42748091603053434,0.6956034482758621,155,45,30,28,285.0,48.0,258.0,0.6396396396396397,0.6392316017316018,0.620253164556962,0.6765151515151516,115.0,53.0,67.0,98.0
adapt48_balanced,old_plus_adapt_logreg,2,0.3,0.57,0.689922480620155,0.6286206896551725,0.42857142857142855,0.6699999999999999,148,52,28,30,285.0,48.0,258.0,0.6606606606606606,0.6603354978354978,0.64576802507837,0.6997835497835498,117.0,51.0,62.0,103.0
adapt72_balanced,old_plus_adapt_logreg,8,0.03,0.59,0.6794871794871795,0.6281221091581868,0.4,0.708950046253469,134,54,21,25,285.0,72.0,234.0,0.6554621848739496,0.6549905838041432,0.6328358208955224,0.6985247959824231,128.0,52.0,71.0,106.0
adapt48_balanced,old_plus_adapt_logreg,1,0.01,0.57,0.7170542635658915,0.6277586206896552,0.4251968503937008,0.6994827586206896,158,42,31,27,285.0,48.0,258.0,0.6636636636636637,0.6634199134199135,0.6521739130434783,0.7072871572871573,116.0,52.0,60.0,105.0
adapt96_high_focus,old_plus_adapt_logreg,1,1.0,0.8499999999999999,0.7714285714285715,0.6276315789473684,0.2727272727272727,0.6928947368421052,153,37,11,9,285.0,96.0,210.0,0.6719160104986877,0.6779349089500193,0.6556473829201102,0.7323019870482095,137.0,41.0,84.0,119.0
adapt96_high_focus,old_plus_adapt_logreg,8,0.1,0.7999999999999999,0.7714285714285715,0.6276315789473684,0.2727272727272727,0.7005263157894737,153,37,11,9,285.0,96.0,210.0,0.6377952755905512,0.6417639895942879,0.6310160427807486,0.6936956882714341,125.0,53.0,85.0,118.0
adapt48_balanced,old_plus_adapt_logreg,1,0.03,0.6499999999999999,0.7248062015503876,0.6266379310344827,0.42276422764227645,0.685344827586207,161,39,32,26,285.0,48.0,258.0,0.6726726726726727,0.6718614718614718,0.6378737541528239,0.7131673881673881,128.0,40.0,69.0,96.0
adapt48_balanced,old_plus_adapt_logreg,12,1.0,0.71,0.7054263565891473,0.6263793103448276,0.42424242424242425,0.6693103448275862,154,46,30,28,285.0,48.0,258.0,0.6366366366366366,0.6362012987012987,0.6158730158730159,0.6691558441558442,115.0,53.0,68.0,97.0
adapt48_balanced,old_plus_adapt_logreg,8,0.003,0.74,0.7790697674418605,0.6249137931034483,0.41237113402061853,0.7103448275862069,181,19,38,20,285.0,48.0,258.0,0.6156156156156156,0.6135822510822511,0.5,0.653030303030303,141.0,27.0,101.0,64.0
adapt60_balanced,old_plus_adapt_logreg,12,0.001,0.49999999999999994,0.6747967479674797,0.6249008723235527,0.4117647058823529,0.7146114195083267,138,56,24,28,285.0,60.0,246.0,0.6579710144927536,0.6578947368421053,0.6529411764705882,0.6789675337769712,116.0,58.0,60.0,111.0
adapt84_balanced,old_plus_adapt_logreg,4,1.0,0.73,0.7207207207207207,0.6248626373626374,0.38,0.6925824175824176,141,41,21,19,285.0,84.0,222.0,0.6693766937669376,0.6685175392208708,0.6280487804878049,0.694517891768024,144.0,42.0,80.0,103.0
adapt72_high_focus,old_plus_adapt_logreg,2,0.03,0.41999999999999993,0.6367521367521367,0.6240601503759399,0.3511450381679389,0.6979054779806659,126,70,15,23,285.0,72.0,234.0,0.6638655462184874,0.6623978629792584,0.6842105263157895,0.705468258956631,107.0,65.0,55.0,130.0
adapt72_balanced,old_plus_adapt_logreg,1,0.03,0.7599999999999999,0.7649572649572649,0.6238436632747456,0.3956043956043956,0.7059435707678077,161,27,28,18,285.0,72.0,234.0,0.6694677871148459,0.6680790960451978,0.6013513513513513,0.7215317011927181,150.0,30.0,88.0,89.0
adapt60_balanced,old_plus_adapt_logreg,12,0.0003,0.5099999999999999,0.6829268292682927,0.6230174464710547,0.4090909090909091,0.7214512291831879,141,53,25,27,285.0,60.0,246.0,0.6376811594202898,0.6373260738052027,0.6200607902735562,0.6583316528870068,118.0,56.0,69.0,102.0
adapt84_balanced,old_plus_adapt_logreg,1,1.0,0.5499999999999999,0.6846846846846847,0.6223901098901099,0.375,0.6873626373626373,131,51,19,21,285.0,84.0,222.0,0.6666666666666666,0.6666225982725189,0.663013698630137,0.7216640225630179,125.0,61.0,62.0,121.0
adapt96_high_focus,old_plus_adapt_logreg,1,0.1,0.5099999999999999,0.680952380952381,0.6223684210526317,0.24719101123595505,0.7028947368421052,132,58,9,11,285.0,96.0,210.0,0.6456692913385826,0.6446560026567776,0.6650124069478908,0.6792771351082083,112.0,66.0,69.0,134.0
adapt72_balanced,old_plus_adapt_logreg,1,0.1,0.6,0.6965811965811965,0.6223404255319149,0.39316239316239315,0.696808510638298,140,48,23,23,285.0,72.0,234.0,0.6638655462184874,0.6637005649717513,0.6551724137931034,0.7224105461393598,123.0,57.0,63.0,114.0
adapt84_balanced,old_plus_adapt_logreg,12,1.0,0.7499999999999999,0.7162162162162162,0.6221153846153846,0.37623762376237624,0.6939560439560439,140,42,21,19,285.0,84.0,222.0,0.6531165311653117,0.6526969857218403,0.632183908045977,0.7086197778952936,131.0,55.0,73.0,110.0
adapt48_balanced,old_plus_adapt_logreg,12,0.01,0.5599999999999999,0.6976744186046512,0.6213793103448276,0.417910447761194,0.6925,152,48,30,28,285.0,48.0,258.0,0.6576576576576577,0.6569805194805194,0.6274509803921569,0.6928932178932179,123.0,45.0,69.0,96.0
adapt72_high_focus,old_plus_adapt_logreg,12,0.1,0.9099999999999999,0.7905982905982906,0.6204350161117078,0.36363636363636365,0.6889097744360902,171,25,24,14,285.0,72.0,234.0,0.6498599439775911,0.6558296668761785,0.5928338762214984,0.7051539912005028,141.0,31.0,94.0,91.0
adapt48_balanced,old_plus_adapt_logreg,4,0.03,0.62,0.7054263565891473,0.6202586206896552,0.4153846153846154,0.6816379310344828,155,45,31,27,285.0,48.0,258.0,0.6636636636636637,0.662987012987013,0.6339869281045751,0.7090909090909091,124.0,44.0,68.0,97.0
adapt72_high_focus,old_plus_adapt_logreg,4,0.3,0.20999999999999996,0.5769230769230769,0.6201664876476907,0.3443708609271523,0.6894468313641245,109,87,12,26,285.0,72.0,234.0,0.6610644257703081,0.6568353236957888,0.7027027027027027,0.6956002514142048,93.0,79.0,42.0,143.0
adapt60_balanced,old_plus_adapt_logreg,4,0.3,0.16999999999999998,0.5894308943089431,0.6200436161776368,0.4093567251461988,0.6660388580491673,110,84,17,35,285.0,60.0,246.0,0.6086956521739131,0.6100020165355918,0.6582278481012658,0.6548699334543254,80.0,94.0,41.0,130.0
adapt48_balanced,old_plus_adapt_logreg,8,1.0,0.62,0.686046511627907,0.62,0.4172661870503597,0.6703448275862068,148,52,29,29,285.0,48.0,258.0,0.6336336336336337,0.633495670995671,0.6257668711656442,0.6854978354978354,109.0,59.0,63.0,102.0
adapt96_high_focus,old_plus_adapt_logreg,2,0.3,0.7999999999999999,0.7571428571428571,0.6197368421052631,0.2608695652173913,0.6976315789473684,150,40,11,9,285.0,96.0,210.0,0.6561679790026247,0.6610809763657497,0.6449864498644986,0.7138429180273427,131.0,47.0,84.0,119.0
adapt72_balanced,old_plus_adapt_logreg,8,0.1,0.69,0.6923076923076923,0.6196808510638299,0.3898305084745763,0.7007400555041627,139,49,23,23,285.0,72.0,234.0,0.6386554621848739,0.6380414312617703,0.60790273556231,0.6897677338355305,128.0,52.0,77.0,100.0
adapt72_high_focus,old_plus_adapt_logreg,8,1.0,0.24999999999999994,0.6111111111111112,0.619360902255639,0.34532374100719426,0.6883727175080558,119,77,14,24,285.0,72.0,234.0,0.6582633053221288,0.6541326209930861,0.6995073891625616,0.705845380263985,93.0,79.0,43.0,142.0
adapt84_balanced,old_plus_adapt_logreg,1,0.1,0.7499999999999999,0.7432432432432432,0.6190934065934066,0.37362637362637363,0.6917582417582417,148,34,23,17,285.0,84.0,222.0,0.6775067750677507,0.676582055349903,0.6338461538461538,0.7162289206181326,147.0,39.0,80.0,103.0
adapt84_balanced,old_plus_adapt_logreg,4,0.1,0.7899999999999999,0.7432432432432432,0.6190934065934066,0.37362637362637363,0.6964285714285714,148,34,23,17,285.0,84.0,222.0,0.6612466124661247,0.6603208179093953,0.6153846153846154,0.7136729537575651,144.0,42.0,83.0,100.0
adapt84_balanced,old_plus_adapt_logreg,12,0.03,0.74,0.7432432432432432,0.6190934065934066,0.37362637362637363,0.7046703296703297,148,34,23,17,285.0,84.0,222.0,0.6775067750677507,0.6764939185616076,0.6292834890965732,0.7361772137023328,149.0,37.0,82.0,101.0
adapt72_balanced,old_plus_adapt_logreg,8,1.0,0.8999999999999999,0.7435897435897436,0.6187557816836263,0.3877551020408163,0.6965772432932469,155,33,27,19,285.0,72.0,234.0,0.6386554621848739,0.6373822975517891,0.5714285714285714,0.693910860012555,142.0,38.0,91.0,86.0
adapt96_high_focus,old_plus_adapt_logreg,8,0.003,0.42999999999999994,0.6333333333333333,0.618421052631579,0.2376237623762376,0.7228947368421053,121,69,8,12,285.0,96.0,210.0,0.6587926509186351,0.6538578624010627,0.6948356807511737,0.7056235124813196,103.0,75.0,55.0,148.0
adapt60_balanced,old_plus_adapt_logreg,12,0.1,0.24999999999999994,0.5975609756097561,0.6181601903251388,0.40718562874251496,0.6676249008723235,113,81,18,34,285.0,60.0,246.0,0.6463768115942029,0.647156684815487,0.6737967914438503,0.6891846474423607,97.0,77.0,45.0,126.0
adapt72_high_focus,old_plus_adapt_logreg,1,0.1,0.22999999999999998,0.5555555555555556,0.6180182599355531,0.34177215189873417,0.6937432867883996,103,93,11,27,285.0,72.0,234.0,0.6638655462184874,0.6599465744814582,0.7029702970297029,0.7168133249528599,95.0,77.0,43.0,142.0
adapt48_balanced,old_plus_adapt_logreg,8,0.03,0.33999999999999997,0.6162790697674418,0.617844827586207,0.42105263157894735,0.6813793103448277,123,77,22,36,285.0,48.0,258.0,0.6516516516516516,0.6523268398268398,0.6741573033707865,0.6977272727272728,97.0,71.0,45.0,120.0
adapt72_high_focus,old_plus_adapt_logreg,4,0.03,0.25999999999999995,0.5726495726495726,0.6176154672395273,0.34210526315789475,0.6992481203007519,108,88,12,26,285.0,72.0,234.0,0.6554621848739496,0.65061282212445,0.7021791767554479,0.7124135763670647,89.0,83.0,40.0,145.0
adapt96_high_focus,old_plus_adapt_logreg,12,0.1,0.58,0.6714285714285714,0.6171052631578948,0.24175824175824176,0.6981578947368421,130,60,9,11,285.0,96.0,210.0,0.6587926509186351,0.6576631427464438,0.6782178217821783,0.7065644545303592,114.0,64.0,66.0,137.0
adapt72_high_focus,old_plus_adapt_logreg,8,0.003,0.63,0.7478632478632479,0.6161385606874328,0.3516483516483517,0.7082438238453275,159,37,22,16,285.0,72.0,234.0,0.6862745098039216,0.6897391577624136,0.6626506024096386,0.7346637335009428,135.0,37.0,75.0,110.0
adapt96_high_focus,old_plus_adapt_logreg,12,1.0,0.8699999999999999,0.7904761904761904,0.6157894736842106,0.26666666666666666,0.6907894736842106,158,32,12,8,285.0,96.0,210.0,0.6377952755905512,0.645569269939669,0.6079545454545454,0.6763436098964963,136.0,42.0,96.0,107.0
adapt84_balanced,old_plus_adapt_logreg,8,0.03,0.7599999999999999,0.7522522522522522,0.6148351648351649,0.367816091954023,0.7067307692307693,151,31,24,16,285.0,84.0,222.0,0.6368563685636857,0.6358187907632646,0.58125,0.6732769257888243,142.0,44.0,90.0,93.0
adapt60_balanced,old_plus_adapt_logreg,12,0.003,0.5599999999999999,0.7032520325203252,0.6147898493259318,0.39669421487603307,0.6990483743061063,149,45,28,24,285.0,60.0,246.0,0.6521739130434783,0.6516434765073604,0.6273291925465838,0.7069637695771998,124.0,50.0,70.0,101.0
adapt60_balanced,old_plus_adapt_logreg,2,0.01,0.63,0.7357723577235772,0.6142942109436955,0.3925233644859813,0.6917129262490087,160,34,31,21,285.0,60.0,246.0,0.6521739130434783,0.6513409961685823,0.6129032258064516,0.6965450023526248,130.0,44.0,76.0,95.0
adapt60_balanced,old_plus_adapt_logreg,2,0.03,0.6399999999999999,0.7235772357723578,0.6136003172085647,0.39285714285714285,0.680214115781126,156,38,30,22,285.0,60.0,246.0,0.6782608695652174,0.6777071990320629,0.6542056074766355,0.7247092827855078,129.0,45.0,66.0,105.0
adapt48_balanced,old_plus_adapt_logreg,2,0.01,0.6599999999999999,0.7325581395348837,0.6132758620689656,0.4,0.6976724137931035,166,34,35,23,285.0,48.0,258.0,0.6666666666666666,0.6657467532467533,0.6262626262626263,0.6953102453102453,129.0,39.0,72.0,93.0
adapt72_high_focus,old_plus_adapt_logreg,4,1.0,0.8999999999999999,0.7606837606837606,0.6131847475832438,0.3488372093023256,0.6889097744360901,163,33,23,15,285.0,72.0,234.0,0.6638655462184874,0.6693431803896921,0.6153846153846154,0.7075109993714646,141.0,31.0,89.0,96.0
adapt96_high_focus,old_plus_adapt_logreg,2,0.1,0.6399999999999999,0.7047619047619048,0.6131578947368421,0.24390243902439024,0.6989473684210527,138,52,10,10,285.0,96.0,210.0,0.6719160104986877,0.6741296286046383,0.6753246753246753,0.6913156583826865,126.0,52.0,73.0,130.0
adapt60_balanced,old_plus_adapt_logreg,8,0.1,0.6699999999999999,0.7113821138211383,0.6129064234734338,0.39316239316239315,0.6674266455194291,152,42,29,23,285.0,60.0,246.0,0.663768115942029,0.6632889695503126,0.6419753086419753,0.7070645963567923,125.0,49.0,67.0,104.0
adapt96_high_focus,old_plus_adapt_logreg,12,0.03,0.7,0.7428571428571429,0.6118421052631579,0.25,0.7039473684210527,147,43,11,9,285.0,96.0,210.0,0.6535433070866141,0.6575801184479991,0.6470588235294118,0.6969889854430731,128.0,50.0,82.0,121.0
adapt60_balanced,old_plus_adapt_logreg,4,0.1,0.74,0.7317073170731707,0.6117168913560667,0.3888888888888889,0.6689135606661379,159,35,31,21,285.0,60.0,246.0,0.6550724637681159,0.6541137326073805,0.6098360655737705,0.6808832425892317,133.0,41.0,78.0,93.0
adapt60_balanced,old_plus_adapt_logreg,1,0.3,0.5599999999999999,0.6869918699186992,0.6115186360031721,0.3937007874015748,0.6689135606661379,144,50,27,25,285.0,60.0,246.0,0.663768115942029,0.6636418632788869,0.6568047337278107,0.7089803051690527,118.0,56.0,60.0,111.0
adapt72_balanced,old_plus_adapt_logreg,8,0.01,0.84,0.7948717948717948,0.6096207215541165,0.3684210526315789,0.7215541165587419,172,16,32,14,285.0,72.0,234.0,0.6498599439775911,0.6479755178907721,0.5454545454545454,0.6981167608286252,157.0,23.0,102.0,75.0
adapt96_high_focus,old_plus_adapt_logreg,1,0.3,0.7499999999999999,0.7380952380952381,0.6092105263157894,0.2465753424657534,0.6981578947368421,146,44,11,9,285.0,96.0,210.0,0.6535433070866141,0.6555045109868822,0.6580310880829016,0.7190734488293573,122.0,56.0,76.0,127.0
adapt48_balanced,old_plus_adapt_logreg,12,0.3,0.6799999999999999,0.6976744186046512,0.6091379310344828,0.4,0.6693103448275862,154,46,32,26,285.0,48.0,258.0,0.6546546546546547,0.6543290043290043,0.6394984326018809,0.7022366522366522,116.0,52.0,63.0,102.0
adapt72_balanced,old_plus_adapt_logreg,12,0.3,0.71,0.6752136752136753,0.6090425531914894,0.3770491803278688,0.6959990749306197,135,53,23,23,285.0,72.0,234.0,0.6498599439775911,0.6493879472693032,0.6268656716417911,0.6845888261142499,127.0,53.0,72.0,105.0
adapt72_balanced,old_plus_adapt_logreg,1,0.3,0.6799999999999999,0.7008547008547008,0.6085800185013875,0.375,0.6917206290471786,143,45,25,21,285.0,72.0,234.0,0.6470588235294118,0.6463276836158192,0.6111111111111112,0.6933772755806655,132.0,48.0,78.0,99.0
adapt72_balanced,old_plus_adapt_logreg,2,0.3,0.8799999999999999,0.7521367521367521,0.607654949121184,0.3695652173913043,0.6929925994449584,159,29,29,17,285.0,72.0,234.0,0.6442577030812325,0.643126177024482,0.5863192182410424,0.7043000627746391,140.0,40.0,87.0,90.0
adapt48_balanced,old_plus_adapt_logreg,1,1.0,0.30999999999999994,0.627906976744186,0.6069827586206897,0.4074074074074074,0.6693103448275861,129,71,25,33,285.0,48.0,258.0,0.6396396396396397,0.6402056277056276,0.6590909090909091,0.701948051948052,97.0,71.0,49.0,116.0
adapt96_high_focus,old_plus_adapt_logreg,8,0.01,0.5099999999999999,0.6523809523809524,0.6065789473684211,0.23157894736842105,0.7147368421052631,126,64,9,11,285.0,96.0,210.0,0.6509186351706037,0.6475065035700449,0.6810551558752997,0.7028560358664969,106.0,72.0,61.0,142.0
adapt60_balanced,old_plus_adapt_logreg,8,0.03,0.7799999999999999,0.7560975609756098,0.6060666137985726,0.375,0.6745638382236321,168,26,34,18,285.0,60.0,246.0,0.6608695652173913,0.6597600322645695,0.6086956521739131,0.6940579417893391,137.0,37.0,80.0,91.0
adapt72_balanced,old_plus_adapt_logreg,4,0.3,0.7,0.6965811965811965,0.6059204440333025,0.37168141592920356,0.6958834412580943,142,46,25,21,285.0,72.0,234.0,0.6694677871148459,0.6690207156308852,0.6488095238095238,0.7176710608913999,130.0,50.0,68.0,109.0
adapt60_balanced,old_plus_adapt_logreg,12,1.0,0.8099999999999999,0.7113821138211383,0.605868358445678,0.3826086956521739,0.6648493259318001,153,41,30,22,285.0,60.0,246.0,0.6521739130434783,0.6515426497277677,0.6226415094339622,0.6965786112791557,126.0,48.0,72.0,99.0
adapt60_balanced,old_plus_adapt_logreg,4,1.0,0.8799999999999999,0.7439024390243902,0.6053727200634417,0.37623762376237624,0.6675257731958764,164,30,33,19,285.0,60.0,246.0,0.6695652173913044,0.6684311353095382,0.6174496644295302,0.7124420246017342,139.0,35.0,79.0,92.0
adapt96_high_focus,old_plus_adapt_logreg,1,0.03,0.5299999999999999,0.6904761904761905,0.6052631578947368,0.23529411764705882,0.7044736842105264,135,55,10,10,285.0,96.0,210.0,0.6797900262467191,0.6784053799745393,0.6995073891625616,0.732246637515913,117.0,61.0,61.0,142.0
