accuracy,balanced_accuracy,f1,tn,fp,fn,tp,route_col,corrector_name,objective,routed_n,routed_pct,pass_n,pass_acc,routed_acc,hard_core_routed,hard_core_recall,rescue_n,hurt_n,net_rescue
0.8210526315789474,0.820848108747045,0.8158844765342961,121,23,28,113,route_score__hard_core__model_visible__logreg,corrector_all_gross_text_hand_model,balanced_accuracy,22,0.07719298245614035,263,0.8479087452471483,0.5,11,0.16923076923076924,1,5,-4
0.8210526315789474,0.820774231678487,0.8145454545454546,122,22,29,112,route_score__hard_core__model_visible__extra,corrector_hard_gross_text_hand,accuracy,9,0.031578947368421054,276,0.8405797101449275,0.2222222222222222,5,0.07692307692307693,0,4,-4
0.8210526315789474,0.820774231678487,0.8145454545454546,122,22,29,112,route_score__hard_core__model_visible__extra,corrector_hard_gross_text_hand,balanced_accuracy,9,0.031578947368421054,276,0.8405797101449275,0.2222222222222222,5,0.07692307692307693,0,4,-4
0.8210526315789474,0.820774231678487,0.8145454545454546,122,22,29,112,route_score__hard_core__gross_hand_model__logreg,corrector_hard_gross_text_hand,pass90_accuracy,64,0.22456140350877193,221,0.9095022624434389,0.515625,42,0.6461538461538462,12,16,-4
0.8175438596491228,0.8175236406619385,0.8156028368794326,118,26,26,115,route_score__best41_fn__gross_hand_model__extra,corrector_all_gross_text_hand_model,pass90_accuracy,31,0.10877192982456141,254,0.8464566929133859,0.5806451612903226,12,0.18461538461538463,2,7,-5
0.8175438596491228,0.8174497635933806,0.8142857142857143,119,25,27,114,route_score__best41_wrong__gross_hand_model__extra,corrector_all_gross_text_hand_model,accuracy,22,0.07719298245614035,263,0.8555133079847909,0.36363636363636365,12,0.18461538461538463,1,6,-5
0.8175438596491228,0.8174497635933806,0.8142857142857143,119,25,27,114,route_score__best41_wrong__gross_hand_model__extra,corrector_all_gross_text_hand_model,balanced_accuracy,22,0.07719298245614035,263,0.8555133079847909,0.36363636363636365,12,0.18461538461538463,1,6,-5
0.8175438596491228,0.8173020094562649,0.8115942028985508,121,23,29,112,route_score__hard_core__gross_hand_model__logreg,corrector_hard_gross_text_hand,accuracy,35,0.12280701754385964,250,0.868,0.45714285714285713,22,0.3384615384615385,4,9,-5
0.8175438596491228,0.8173020094562649,0.8115942028985508,121,23,29,112,route_score__hard_core__gross_hand_model__logreg,corrector_hard_gross_text_hand,balanced_accuracy,35,0.12280701754385964,250,0.868,0.45714285714285713,22,0.3384615384615385,4,9,-5
0.8140350877192982,0.8139775413711583,0.8113879003558719,118,26,27,114,route_score__hard_core__model_visible__extra,corrector_hard_gross_text_hand,pass90_accuracy,76,0.26666666666666666,209,0.9043062200956937,0.5657894736842105,55,0.8461538461538461,13,19,-6
0.8105263157894737,0.8105791962174941,0.8098591549295775,116,28,26,115,route_score__best41_fn__model_visible__logreg,corrector_all_gross_text_hand_model,pass90_accuracy,84,0.29473684210526313,201,0.8706467661691543,0.6666666666666666,31,0.47692307692307695,3,10,-7
0.8105263157894737,0.8102836879432624,0.8043478260869565,120,24,30,111,route_score__hard_core__gross_hand_model__logreg,corrector_all_gross_text_hand_model,pass90_accuracy,63,0.22105263157894736,222,0.9099099099099099,0.4603174603174603,42,0.6461538461538462,4,11,-7
0.7964912280701755,0.7971335697399528,0.8066666666666666,106,38,20,121,route_score__best41_fn__model_visible__logreg,corrector_hard_gross_text_hand,pass90_accuracy,87,0.30526315789473685,198,0.8686868686868687,0.632183908045977,34,0.5230769230769231,12,23,-11
0.7964912280701755,0.7964686761229315,0.7943262411347518,115,29,29,112,route_score__hard_core__model_visible__extra,corrector_all_gross_text_hand_model,pass90_accuracy,84,0.29473684210526313,201,0.9104477611940298,0.5238095238095238,55,0.8461538461538461,4,15,-11
0.7719298245614035,0.7732712765957447,0.7962382445141066,93,51,14,127,route_score__best41_fn__model_visible__logreg,corrector_hard_gross_text_hand_model,pass90_accuracy,91,0.3192982456140351,194,0.8865979381443299,0.5274725274725275,36,0.5538461538461539,19,37,-18
