accuracy,balanced_accuracy,f1,tn,fp,fn,tp,auc,apply_scope,routed_n,routed_acc,pass_acc,rescue_n,hurt_n,net_rescue,mode,corrector,feature_set,train_scope,classifier,c,corrector_all_acc,corrector_all_bacc
0.8842105263157894,0.8837174940898345,0.8773234200743495,134,10,23,118,0.9202127659574468,hard_core,65,0.7538461538461538,0.9227272727272727,28,14,14,oracle_scope,dino_model_hard_core_logreg_c03,dino_model,hard_core,logreg,0.3,0.25263157894736843,0.2522163120567376
0.8807017543859649,0.8801713947990544,0.8731343283582089,134,10,24,117,0.9218380614657209,hard_core,65,0.7384615384615385,0.9227272727272727,27,14,13,oracle_scope,dino_model_hard_core_logreg_c01,dino_model,hard_core,logreg,0.1,0.24912280701754386,0.24867021276595747
0.8807017543859649,0.8800975177304964,0.8721804511278195,135,9,25,116,0.9226753349093775,hard_core,65,0.7384615384615385,0.9227272727272727,26,13,13,oracle_scope,dino_model_hard_core_logreg_c003,dino_model,hard_core,logreg,0.03,0.24912280701754386,0.24859633569739953
0.8771929824561403,0.8770685579196218,0.8745519713261649,128,16,19,122,0.9426713947990543,non_easy,134,0.7835820895522388,0.9602649006622517,27,15,12,oracle_scope,model_non_easy_extra,model,non_easy,extra,0.1,0.3894736842105263,0.3894799054373522
0.8771929824561403,0.8765514184397163,0.8679245283018868,135,9,26,115,0.9243006304176516,hard_core,65,0.7230769230769231,0.9227272727272727,26,14,12,oracle_scope,dino_model_hard_core_logreg_c001,dino_model,hard_core,logreg,0.01,0.24912280701754386,0.24844858156028368
0.8666666666666667,0.8667996453900709,0.8671328671328671,123,21,17,124,0.9436071710007881,hard_all,99,0.7070707070707071,0.9516129032258065,26,17,9,oracle_scope,dino_model_non_easy_extra,dino_model,non_easy,extra,0.1,0.32280701754385965,0.32328605200945626
0.8631578947368421,0.863031914893617,0.8602150537634409,126,18,21,120,0.8941095350669819,hard_all,99,0.696969696969697,0.9516129032258065,32,24,8,oracle_scope,dino_model_hard_all_logreg_c003,dino_model,hard_all,logreg,0.03,0.2982456140350877,0.2980200945626478
0.8596491228070176,0.8594858156028369,0.8561151079136691,126,18,22,119,0.8819444444444445,hard_all,99,0.6868686868686869,0.9516129032258065,32,25,7,oracle_scope,dino_model_hard_all_logreg_c01,dino_model,hard_all,logreg,0.1,0.3087719298245614,0.3087322695035461
0.856140350877193,0.8561613475177305,0.8551236749116607,123,21,20,121,0.8870665878644602,hard_core,65,0.6307692307692307,0.9227272727272727,21,15,6,oracle_scope,dino_model_non_easy_logreg_c003,dino_model,non_easy,logreg,0.03,0.4245614035087719,0.42538416075650115
0.856140350877193,0.8560135933806147,0.8530465949820788,125,19,22,119,0.8680555555555556,hard_all,99,0.6767676767676768,0.9516129032258065,32,26,6,oracle_scope,dino_model_hard_all_logreg_c03,dino_model,hard_all,logreg,0.3,0.2912280701754386,0.29114952718676124
0.856140350877193,0.8558658392434988,0.850909090909091,127,17,24,117,0.8972123719464145,non_easy,134,0.7388059701492538,0.9602649006622517,26,20,6,oracle_scope,model_non_easy_logreg_c03,model,non_easy,logreg,0.3,0.37894736842105264,0.3786199763593381
0.8491228070175438,0.8490691489361701,0.8469750889679716,123,21,22,119,0.868006304176517,hard_core,65,0.6,0.9227272727272727,16,12,4,oracle_scope,dino_model_non_easy_logreg_c03,dino_model,non_easy,logreg,0.3,0.4631578947368421,0.46453900709219853
0.8491228070175438,0.8488475177304964,0.8436363636363636,126,18,25,116,0.8801713947990544,hard_all,99,0.6565656565656566,0.9516129032258065,34,30,4,oracle_scope,dino_model_hard_core_logreg_c03,dino_model,hard_core,logreg,0.3,0.25263157894736843,0.2522163120567376
0.8456140350877193,0.8458924349881797,0.8482758620689655,118,26,18,123,0.9101162332545312,hard_all,99,0.6464646464646465,0.9516129032258065,30,27,3,oracle_scope,dino_model_hard_all_logreg_c001,dino_model,hard_all,logreg,0.01,0.28421052631578947,0.2847222222222222
0.8456140350877193,0.8458185579196218,0.8472222222222222,119,25,19,122,0.8773640661938534,hard_core,65,0.5846153846153846,0.9227272727272727,17,14,3,oracle_scope,dino_model_non_easy_logreg_c01,dino_model,non_easy,logreg,0.1,0.4456140350877193,0.44784278959810875
0.8456140350877193,0.8453014184397163,0.8394160583941606,126,18,26,115,0.887608353033885,hard_all,99,0.6464646464646465,0.9516129032258065,33,30,3,oracle_scope,dino_model_hard_core_logreg_c01,dino_model,hard_core,logreg,0.1,0.24912280701754386,0.24867021276595747
