workflow,scope,n,auto_release_n,auto_release_rate,additional_image_release_n,final_review_n,final_review_rate,released_error_n,additional_released_error_n,accuracy,balanced_accuracy,f1,auc,fn,fp
v178_union_v118_review_or_control_tabular_hgb_l2_t0.50,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.50,all_domains,699,559,0.7997138769670958,402,0,0.0,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.55,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.55,third_batch,306,248,0.8104575163398693,170,0,0.0,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.55,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.55,all_domains,699,559,0.7997138769670958,402,0,0.0,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.60,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.60,third_batch,306,248,0.8104575163398693,170,0,0.0,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.60,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.60,all_domains,699,559,0.7997138769670958,402,0,0.0,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.65,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.65,third_batch,306,248,0.8104575163398693,170,0,0.0,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.65,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.65,all_domains,699,559,0.7997138769670958,402,0,0.0,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.70,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.70,third_batch,306,248,0.8104575163398693,170,0,0.0,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.70,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.70,all_domains,699,559,0.7997138769670958,402,0,0.0,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.75,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.75,third_batch,306,247,0.8071895424836601,169,1,0.0032679738562091504,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.75,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.75,all_domains,699,558,0.7982832618025751,401,1,0.001430615164520744,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.80,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.80,third_batch,306,247,0.8071895424836601,169,1,0.0032679738562091504,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.80,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.80,all_domains,699,558,0.7982832618025751,401,1,0.001430615164520744,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.85,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.85,third_batch,306,244,0.7973856209150327,166,4,0.013071895424836602,6,6,0.9771241830065359,0.9650479094076655,0.9565217391304348,0.818270905923345,5,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.85,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.85,all_domains,699,555,0.7939914163090128,398,4,0.005722460658082976,7,7,0.9885550786838341,0.9872442372442373,0.9851301115241635,0.8353017353017353,5,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.90,old_data,285,212,0.743859649122807,153,5,0.017543859649122806,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.90,third_batch,306,240,0.7843137254901961,162,8,0.026143790849673203,6,6,0.9771241830065359,0.9650479094076655,0.9565217391304348,0.818270905923345,5,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.90,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.90,all_domains,699,546,0.7811158798283262,389,13,0.01859799713876967,7,7,0.9885550786838341,0.9872442372442373,0.9851301115241635,0.8353017353017353,5,3
v178_union_v118_review_or_control_tabular_hgb_l2_t0.95,old_data,285,202,0.7087719298245614,143,15,0.05263157894736842,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.95,third_batch,306,229,0.7483660130718954,151,19,0.06209150326797386,6,6,0.9771241830065359,0.9650479094076655,0.9565217391304348,0.818270905923345,5,2
v178_union_v118_review_or_control_tabular_hgb_l2_t0.95,strict_external,108,93,0.8611111111111112,73,1,0.009259259259259259,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.95,all_domains,699,524,0.7496423462088698,367,35,0.05007153075822604,6,6,0.9899856938483548,0.9884097384097384,0.9869646182495344,0.8353017353017353,5,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.50,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.50,third_batch,306,248,0.8104575163398693,170,0,0.0,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.50,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.50,all_domains,699,559,0.7997138769670958,402,0,0.0,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.55,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.55,third_batch,306,248,0.8104575163398693,170,0,0.0,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.55,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.55,all_domains,699,559,0.7997138769670958,402,0,0.0,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.60,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.60,third_batch,306,245,0.8006535947712419,167,3,0.00980392156862745,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.60,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.60,all_domains,699,556,0.7954220314735336,399,3,0.004291845493562232,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.65,old_data,285,216,0.7578947368421053,157,1,0.0035087719298245615,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.65,third_batch,306,245,0.8006535947712419,167,3,0.00980392156862745,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.65,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.65,all_domains,699,555,0.7939914163090128,398,4,0.005722460658082976,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.70,old_data,285,214,0.7508771929824561,155,3,0.010526315789473684,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.70,third_batch,306,244,0.7973856209150327,166,4,0.013071895424836602,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.70,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.70,all_domains,699,552,0.7896995708154506,395,7,0.010014306151645207,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.75,old_data,285,214,0.7508771929824561,155,3,0.010526315789473684,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.75,third_batch,306,244,0.7973856209150327,166,4,0.013071895424836602,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.75,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.75,all_domains,699,552,0.7896995708154506,395,7,0.010014306151645207,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.80,old_data,285,213,0.7473684210526316,154,4,0.014035087719298246,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.80,third_batch,306,240,0.7843137254901961,162,8,0.026143790849673203,5,5,0.9803921568627451,0.9711454703832753,0.9629629629629629,0.818270905923345,4,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.80,strict_external,108,94,0.8703703703703703,74,0,0.0,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.80,all_domains,699,547,0.7825464949928469,390,12,0.017167381974248927,6,6,0.9899856938483548,0.9890960890960891,0.987012987012987,0.8353017353017353,4,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.85,old_data,285,212,0.743859649122807,153,5,0.017543859649122806,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.85,third_batch,306,237,0.7745098039215687,159,11,0.03594771241830065,4,4,0.9836601307189542,0.977243031358885,0.9693251533742331,0.818270905923345,3,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.85,strict_external,108,90,0.8333333333333334,70,4,0.037037037037037035,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.85,all_domains,699,539,0.771101573676681,382,20,0.02861230329041488,5,5,0.9914163090128756,0.9909479409479409,0.9888888888888889,0.8353017353017353,3,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.90,old_data,285,206,0.7228070175438597,147,11,0.03859649122807018,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.90,third_batch,306,230,0.7516339869281046,152,18,0.058823529411764705,4,4,0.9836601307189542,0.977243031358885,0.9693251533742331,0.818270905923345,3,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.90,strict_external,108,89,0.8240740740740741,69,5,0.046296296296296294,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.90,all_domains,699,525,0.7510729613733905,368,34,0.04864091559370529,5,5,0.9914163090128756,0.9909479409479409,0.9888888888888889,0.8353017353017353,3,3
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.95,old_data,285,189,0.6631578947368421,130,28,0.09824561403508772,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.95,third_batch,306,220,0.7189542483660131,142,28,0.0915032679738562,4,4,0.9836601307189542,0.977243031358885,0.9693251533742331,0.818270905923345,3,2
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.95,strict_external,108,87,0.8055555555555556,67,7,0.06481481481481481,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_hgb_l2_t0.95,all_domains,699,496,0.709585121602289,339,63,0.09012875536480687,4,4,0.9928469241773963,0.9921134421134421,0.9907235621521335,0.8353017353017353,3,2
